#Date,news pleasantness,news attention,news sensitivity,news aptitude,news polarity,prev news pleasantness,prev news attention,prev news sensitivity,prev news aptitude,prev news polarity,stock change
2010-10-15,30.343,8.226,17.738,50.054,43.512,34.123,2.435,22.909,39.862,36.055,-1
2010-10-18,22.153,25.763,38.853,19.084,24.515,53.722,27.076,2.534,75.766,64.715,1
2010-10-19,59.855,13.861,28.984,69.845,71.52,22.153,25.763,38.853,19.084,24.515,-2
2010-10-20,52.482,10.532,17.57,102.45,79.74,59.855,13.861,28.984,69.845,71.52,1
2010-10-21,9.698,24.823,35.317,22.353,16.947,52.482,10.532,17.57,102.45,79.74,1
2010-10-22,30.003,22.982,31.424,15.39,25.211,9.698,24.823,35.317,22.353,16.947,0
2010-10-25,38.404,9.584,22.259,53.742,44.112,12.151,27.975,25.331,7.526,12.354,1
2010-10-26,-18.65,0.862,32.62,26.498,9.352,38.404,9.584,22.259,53.742,44.112,0
2010-10-27,24.345,21.671,23.841,38.595,40.782,-18.65,0.862,32.62,26.498,9.352,-1
2010-10-28,13.655,14.056,18.243,8.57,13.712,24.345,21.671,23.841,38.595,40.782,0
2010-10-29,19.651,13,11.156,53.377,38.575,13.655,14.056,18.243,8.57,13.712,0
2010-11-01,10.678,32.211,17.96,37.13,24.656,13.021,10.094,20.894,43.739,27.418,0
2010-11-02,40.089,16.769,18.073,57.209,43.792,10.678,32.211,17.96,37.13,24.656,1
2010-11-03,32.412,4.987,21.125,63.496,46.597,40.089,16.769,18.073,57.209,43.792,1
2010-11-04,1.036,16.384,37.121,21.875,15.214,32.412,4.987,21.125,63.496,46.597,2
2010-11-05,15.969,36.298,60.371,43.484,29.322,1.036,16.384,37.121,21.875,15.214,0
2010-11-08,23.869,28.507,20.805,44.503,35.046,27.25,9.668,26.378,32.93,32.079,-1
2010-11-09,49.144,18.006,22.247,54.918,52.667,23.869,28.507,20.805,44.503,35.046,-1
2010-11-10,31.07,13.22,24.922,55.146,41.42,49.144,18.006,22.247,54.918,52.667,1
2010-11-11,39.337,25.505,39.966,62.483,52.817,31.07,13.22,24.922,55.146,41.42,-1
2010-11-12,44.059,16.869,34.399,71.522,60.367,39.337,25.505,39.966,62.483,52.817,-1
2010-11-15,21.964,19.898,6.551,24.169,22.336,0.594,25.391,24.277,25.42,13.661,0
2010-11-16,27.926,8.808,19.686,29.1,28.01,21.964,19.898,6.551,24.169,22.336,-2
2010-11-17,11.953,45.66,38.806,60.504,41.553,27.926,8.808,19.686,29.1,28.01,0
2010-11-18,32.116,13.925,31.349,42.289,45.091,11.953,45.66,38.806,60.504,41.553,2
2010-11-19,23.281,37.053,42.123,49.555,38.998,32.116,13.925,31.349,42.289,45.091,1
2010-11-22,23.564,21.929,13.66,39.06,32.13,28.328,20.854,13.022,18.239,22.13,-1
2010-11-23,-12.999,24.561,23.38,24.138,7.096,23.564,21.929,13.66,39.06,32.13,-2
2010-11-24,38.272,22.109,15.139,52.248,45.438,-12.999,24.561,23.38,24.138,7.096,2
2010-11-26,57.725,2.795,12.879,83.655,76.532,34.634,17.558,27.124,61.65,54.868,-1
2010-11-29,26.535,39.124,26.4,20.564,33.585,13.45,36.37,27.244,11.533,22.903,-1
2010-11-30,14.959,12.556,21.665,35.815,29.279,26.535,39.124,26.4,20.564,33.585,-1
2010-12-01,21.171,19.645,40.433,23.316,29.797,14.959,12.556,21.665,35.815,29.279,2
2010-12-02,2.911,20.797,37.864,2.512,9.542,21.171,19.645,40.433,23.316,29.797,1
2010-12-03,26.395,20.401,47.601,33.277,37.44,2.911,20.797,37.864,2.512,9.542,1
2010-12-06,11.848,49.043,41.779,19.055,24.566,7.362,42.798,39.245,-1.562,13.989,-1
2010-12-07,4.364,32.006,35.312,6.707,9.67,11.848,49.043,41.779,19.055,24.566,0
2010-12-08,40.13,38.688,38.748,34.971,50.826,4.364,32.006,35.312,6.707,9.67,1
2010-12-09,46.021,31.219,42.748,72.43,67.898,40.13,38.688,38.748,34.971,50.826,0
2010-12-10,14.111,4.761,29.005,36.517,31.988,46.021,31.219,42.748,72.43,67.898,1
2010-12-13,12.196,20.722,17.563,30.461,27.396,21.452,20.692,28.704,15.241,19.566,1
2010-12-14,10.121,12.168,20.278,3.2,8.77,12.196,20.722,17.563,30.461,27.396,1
2010-12-15,22.426,38.463,40.494,36.274,42.713,10.121,12.168,20.278,3.2,8.77,-1
2010-12-16,4.33,14.787,35.913,7.972,8.04,22.426,38.463,40.494,36.274,42.713,1
2010-12-17,18.557,4.954,24.774,15.562,16.704,4.33,14.787,35.913,7.972,8.04,0
2010-12-20,60.582,13.731,39.736,87.406,80.9,22.083,33.189,35.575,53.756,50.457,0
2010-12-21,43.744,34.171,16.443,44.962,47.212,60.582,13.731,39.736,87.406,80.9,1
2010-12-22,-4.336,38.292,27.261,25.402,21.295,43.744,34.171,16.443,44.962,47.212,1
2010-12-23,13.1,59.371,38.728,24.771,30.782,-4.336,38.292,27.261,25.402,21.295,1
2010-12-27,28.173,51.157,53.24,39.898,41.678,29.145,28.226,15.08,54.544,48.003,-1
2010-12-28,33.897,39.277,27.973,41.271,43.753,28.173,51.157,53.24,39.898,41.678,1
2010-12-29,32.224,12.899,24.966,33.788,35.282,33.897,39.277,27.973,41.271,43.753,0
2010-12-30,57.399,20.497,14.104,73.123,68.746,32.224,12.899,24.966,33.788,35.282,-1
2010-12-31,60.842,40.35,33.299,90.436,83.707,57.399,20.497,14.104,73.123,68.746,0
2011-01-03,55.724,-1.649,21.001,75.388,69.251,39.656,32.716,43.284,41.202,49.573,1
2011-01-04,40.653,10.062,21.642,39.46,45.782,55.724,-1.649,21.001,75.388,69.251,1
2011-01-05,41.824,41.822,35.865,40.968,45.987,40.653,10.062,21.642,39.46,45.782,1
2011-01-06,-10.39,15.308,20.636,7.392,4.106,41.824,41.822,35.865,40.968,45.987,-1
2011-01-07,27.055,39.539,13.648,29.155,30.193,-10.39,15.308,20.636,7.392,4.106,-1
2011-01-10,27.111,16.692,23.514,38.345,35.846,24.569,13.608,30.515,46.382,36.046,-1
2011-01-11,24.235,-6.443,19.381,33.881,34.6,27.111,16.692,23.514,38.345,35.846,1
2011-01-12,23.903,-7.07,22.524,57.383,41.514,24.235,-6.443,19.381,33.881,34.6,1
2011-01-13,33.626,17.482,11.155,39.478,41.701,23.903,-7.07,22.524,57.383,41.514,-1
2011-01-14,35.487,12.722,23.486,51.582,47.51,33.626,17.482,11.155,39.478,41.701,1
2011-01-18,50.012,-0.136,29.685,55.477,52.905,19.607,-1.762,12.899,28.607,23.615,1
2011-01-19,-1.427,5.247,31.347,19.364,9.411,50.012,-0.136,29.685,55.477,52.905,0
2011-01-20,37.929,32.84,36.389,49.294,45.814,-1.427,5.247,31.347,19.364,9.411,0
2011-01-21,26.684,20.627,29.115,42.846,37.78,37.929,32.84,36.389,49.294,45.814,1
2011-01-24,24.645,6.636,36.657,34.597,29.514,22.553,30.68,40.775,29.622,29.607,1
2011-01-25,30.846,8.462,33.105,20.599,24.683,24.645,6.636,36.657,34.597,29.514,0
2011-01-26,33.784,12.594,33.5,27.071,26.303,30.846,8.462,33.105,20.599,24.683,0
2011-01-27,58.762,23.485,45.114,79.01,73.015,33.784,12.594,33.5,27.071,26.303,0
2011-01-28,36.443,14.423,14.298,55.986,44.296,58.762,23.485,45.114,79.01,73.015,-2
2011-01-31,32.169,10.389,21.719,33.243,28.954,50.32,28.969,-0.455,82.955,62.982,1
2011-02-01,38.62,19.556,21.232,59.358,43.829,32.169,10.389,21.719,33.243,28.954,2
2011-02-02,48.863,4.423,42.218,67.623,54.985,38.62,19.556,21.232,59.358,43.829,0
2011-02-03,55.548,5.89,24.093,56.159,51.048,48.863,4.423,42.218,67.623,54.985,1
2011-02-04,62.665,15,23.352,78.054,65.541,55.548,5.89,24.093,56.159,51.048,1
2011-02-07,21.251,9.766,25.038,36.538,27.29,58.749,19.681,32.367,95.654,79.226,1
2011-02-08,31.944,42.261,38.403,14.538,23.213,21.251,9.766,25.038,36.538,27.29,1
2011-02-09,26.174,24.101,19.652,43.197,34.153,31.944,42.261,38.403,14.538,23.213,0
2011-02-10,39.1,27.01,20.104,51.575,46.571,26.174,24.101,19.652,43.197,34.153,0
2011-02-11,53.252,21.97,23.425,63.115,60.455,39.1,27.01,20.104,51.575,46.571,1
2011-02-14,36.521,-7.916,29.729,43.609,36.77,35.157,8.466,17.529,68.565,49.666,0
2011-02-15,2.624,5.767,13.636,3.804,-3.09,36.521,-7.916,29.729,43.609,36.77,-1
2011-02-16,33.093,10.704,19.645,32.793,26.91,2.624,5.767,13.636,3.804,-3.09,1
2011-02-17,17.316,8.536,19.818,45.7,30.201,33.093,10.704,19.645,32.793,26.91,1
2011-02-18,21.163,28.906,18.656,18.364,21.462,17.316,8.536,19.818,45.7,30.201,1
2011-02-22,23.807,7.72,18.042,51.492,33.505,17.012,6.602,23.177,24.699,13.116,-2
2011-02-23,-0.558,13.811,35.801,12.121,9.578,23.807,7.72,18.042,51.492,33.505,-1
2011-02-24,36.345,0.825,2.424,32.657,28.096,-0.558,13.811,35.801,12.121,9.578,-1
2011-02-25,46.655,-2.355,32.714,47.212,45.396,36.345,0.825,2.424,32.657,28.096,1
2011-02-28,21.006,13.101,21.749,32.02,25.587,20.717,21.143,34.147,28.896,22.183,1
2011-03-01,27.424,12.611,27.844,53.464,41.768,21.006,13.101,21.749,32.02,25.587,-2
2011-03-02,30.402,20.375,25.635,39.924,37.211,27.424,12.611,27.844,53.464,41.768,0
2011-03-03,22.826,25.179,16.759,34.031,24.041,30.402,20.375,25.635,39.924,37.211,2
2011-03-04,-1.794,14.888,19.809,12.258,7.963,22.826,25.179,16.759,34.031,24.041,-1
2011-03-07,23.934,27.536,23.213,22.678,23.114,31.877,9.426,15.486,66.796,51.718,-1
2011-03-08,16.47,28.217,41.462,19.617,13.86,23.934,27.536,23.213,22.678,23.114,1
2011-03-09,21.643,0.523,19.103,25.514,27.368,16.47,28.217,41.462,19.617,13.86,0
2011-03-10,-1.917,-0.548,25.259,-12.402,-10.111,21.643,0.523,19.103,25.514,27.368,-2
2011-03-11,20.031,5.848,-0.04,24.152,22.134,-1.917,-0.548,25.259,-12.402,-10.111,1
2011-03-14,27.774,42.183,17.648,47.972,41.463,43.78,13.143,13.544,41.711,42.079,-1
2011-03-15,39.998,36.342,25.585,45.976,38.52,27.774,42.183,17.648,47.972,41.463,-1
2011-03-16,21.293,35.254,36.439,49.769,41.778,39.998,36.342,25.585,45.976,38.52,-2
2011-03-17,32.262,32.829,27.275,25.395,25.222,21.293,35.254,36.439,49.769,41.778,2
2011-03-18,43.385,19.499,15.802,30.955,35.462,32.262,32.829,27.275,25.395,25.222,1
2011-03-21,2.037,35.613,12.576,18.748,14.216,12.852,34.74,24.544,14.482,12.198,2
2011-03-22,20.697,25.406,21.699,35.65,31.171,2.037,35.613,12.576,18.748,14.216,-1
2011-03-23,4.024,18.214,17.85,15.523,4.295,20.697,25.406,21.699,35.65,31.171,1
2011-03-24,19.021,-2.755,15.752,30.478,22.177,4.024,18.214,17.85,15.523,4.295,1
2011-03-25,23.07,1.625,23.717,49.293,36.657,19.021,-2.755,15.752,30.478,22.177,1
2011-03-28,29.505,33.697,23.358,22.879,23.555,34.138,18.315,15.731,37.369,35.843,-1
2011-03-29,15.681,2.498,25.443,30.326,20.972,29.505,33.697,23.358,22.879,23.555,1
2011-03-30,54.755,30.178,13.943,62.167,65.386,15.681,2.498,25.443,30.326,20.972,1
2011-03-31,29.871,1.228,22.179,50.714,43.933,54.755,30.178,13.943,62.167,65.386,-1
2011-04-01,-2.374,19.242,22.416,17.662,6.686,29.871,1.228,22.179,50.714,43.933,1
2011-04-04,-1.007,33.511,30.056,0.037,2.628,6.707,9.636,27.021,8.672,6.744,1
2011-04-05,34.585,-4.202,16.061,41.198,42.023,-1.007,33.511,30.056,0.037,2.628,0
2011-04-06,10.599,39.424,23.55,49.679,32.112,34.585,-4.202,16.061,41.198,42.023,1
2011-04-07,24.439,25.895,18.598,12.541,20.264,10.599,39.424,23.55,49.679,32.112,-1
2011-04-08,27.014,9.765,12.978,47.264,44.994,24.439,25.895,18.598,12.541,20.264,-1
2011-04-11,20.968,19.882,2.838,40.23,37.037,16.677,15.967,29.29,22.349,21.167,0
2011-04-12,8.695,21.586,15.038,13.666,10.314,20.968,19.882,2.838,40.23,37.037,-1
2011-04-13,23.668,24.066,13.411,43.073,36.62,8.695,21.586,15.038,13.666,10.314,0
2011-04-14,29.453,-9.689,8.784,46.351,33.134,23.668,24.066,13.411,43.073,36.62,1
2011-04-15,6.718,6.815,13.971,25.226,19.282,29.453,-9.689,8.784,46.351,33.134,1
2011-04-18,10.01,21.374,24.466,23.616,18.04,13.938,14.512,20.658,39.03,29.687,-1
2011-04-19,22.737,19.751,23.92,45.246,36.444,10.01,21.374,24.466,23.616,18.04,1
2011-04-20,34.043,20.927,7.454,47.447,38.062,22.737,19.751,23.92,45.246,36.444,2
2011-04-21,-13.044,18.14,18.842,-5.847,-6.8,34.043,20.927,7.454,47.447,38.062,1
2011-04-25,29.039,19.282,9.718,29.358,26.728,10.21,-10.815,23.807,21.63,15.032,-1
2011-04-26,13.988,37.716,17.01,17.285,15.736,29.039,19.282,9.718,29.358,26.728,1
2011-04-27,-1.268,29.052,44.804,24.285,12.946,13.988,37.716,17.01,17.285,15.736,1
2011-04-28,17.207,43.272,-6.846,40.208,27.083,-1.268,29.052,44.804,24.285,12.946,1
2011-04-29,27.294,24.982,28.567,19.562,26.193,17.207,43.272,-6.846,40.208,27.083,1
2011-05-02,-12.167,12.363,25.603,24.225,8.314,35.979,15.798,27.263,49.459,38.817,0
2011-05-03,-6.54,15.661,34.769,10.404,5.724,-12.167,12.363,25.603,24.225,8.314,0
2011-05-04,8.273,14.139,2.579,49.511,32.078,-6.54,15.661,34.769,10.404,5.724,-1
2011-05-05,-2.246,10.364,14.588,8.901,0.553,8.273,14.139,2.579,49.511,32.078,-1
2011-05-06,44.466,9.952,-10.026,81.902,63.41,-2.246,10.364,14.588,8.901,0.553,1
2011-05-09,44.902,-2.78,23.365,49.891,48.166,37.007,-4.569,25.996,47.965,41.527,1
2011-05-10,12.322,10.024,7.437,32.632,23.601,44.902,-2.78,23.365,49.891,48.166,1
2011-05-11,19.369,16.515,22.058,26.6,24.193,12.322,10.024,7.437,32.632,23.601,-1
2011-05-12,6.157,11.523,27.725,19.763,14.052,19.369,16.515,22.058,26.6,24.193,1
2011-05-13,35.368,-2.858,20.345,47.85,42.589,6.157,11.523,27.725,19.763,14.052,-1
2011-05-16,39.91,20.328,15.485,54.934,44.098,13.56,17.578,15.896,48.024,31.543,-1
2011-05-17,28.671,15.839,21.89,40.034,38.584,39.91,20.328,15.485,54.934,44.098,-1
2011-05-18,40.125,27.051,1.569,41.389,37.722,28.671,15.839,21.89,40.034,38.584,1
2011-05-19,2.523,31.797,28.506,17.555,13.524,40.125,27.051,1.569,41.389,37.722,1
2011-05-20,57.907,27.033,-7.676,55.79,60.087,2.523,31.797,28.506,17.555,13.524,-1
2011-05-23,0.786,14.291,18.714,5.157,2.483,45.024,45.291,19.551,62.19,59.554,-1
2011-05-24,18.72,16.731,17.127,34.405,24.158,0.786,14.291,18.714,5.157,2.483,-1
2011-05-25,29.204,-7.598,12.762,38.729,32.425,18.72,16.731,17.127,34.405,24.158,1
2011-05-26,27.76,28.88,20.633,41,34.788,29.204,-7.598,12.762,38.729,32.425,0
2011-05-27,40.624,26.42,17.19,41.346,43.041,27.76,28.88,20.633,41,34.788,1
2011-05-31,30.754,8.886,25.756,27.768,28.966,9.752,5.511,17.843,36.823,27.597,1
2011-06-01,24.849,10.107,21.859,44.708,34.828,30.754,8.886,25.756,27.768,28.966,-2
2011-06-02,24.106,6.981,22.246,55.118,40.934,24.849,10.107,21.859,44.708,34.828,-1
2011-06-03,8.744,17.008,12.994,17.587,19.692,24.106,6.981,22.246,55.118,40.934,-1
2011-06-06,-20.916,20.494,4.015,11.806,-4.322,17.03,9.929,28.766,45.96,34.319,-1
2011-06-07,38.108,0.535,29.475,52.617,47.072,-20.916,20.494,4.015,11.806,-4.322,-1
2011-06-08,23.37,14.392,36.986,26.133,29.251,38.108,0.535,29.475,52.617,47.072,-1
2011-06-09,40.387,14.223,35.395,41.997,41.837,23.37,14.392,36.986,26.133,29.251,1
2011-06-10,26.833,-23.301,14.522,53.507,39.632,40.387,14.223,35.395,41.997,41.837,-2
2011-06-13,28.955,12.346,29.187,46.245,38.26,33.93,35.225,36.684,42.871,35.772,0
2011-06-14,29.979,18.929,20.262,47.93,39.45,28.955,12.346,29.187,46.245,38.26,1
2011-06-15,36.526,0.324,28.414,53.743,47.239,29.979,18.929,20.262,47.93,39.45,-2
2011-06-16,13.117,13.61,7.09,49.221,33.863,36.526,0.324,28.414,53.743,47.239,1
2011-06-17,21.85,-1.514,0.407,26.216,22.795,13.117,13.61,7.09,49.221,33.863,1
2011-06-20,11.326,18.461,23.654,13.306,9.201,7.14,9.471,25.111,5.478,8.978,1
2011-06-21,32.303,22.486,10.057,45.535,37.557,11.326,18.461,23.654,13.306,9.201,1
2011-06-22,31.774,28.653,33.602,40.262,32.68,32.303,22.486,10.057,45.535,37.557,-1
2011-06-23,32.469,32.373,21.511,45.572,45.608,31.774,28.653,33.602,40.262,32.68,-1
2011-06-24,22.629,13.425,31.937,36.323,29.024,32.469,32.373,21.511,45.572,45.608,-1
2011-06-27,38.942,23.354,15.66,63.369,56.444,40.858,18.885,17.227,35.185,37.159,1
2011-06-28,17.796,10.838,32.673,35.573,23.324,38.942,23.354,15.66,63.369,56.444,2
2011-06-29,34.816,-8.155,12.945,67.498,50.087,17.796,10.838,32.673,35.573,23.324,1
2011-06-30,16.344,2.491,29.594,25.022,24.277,34.816,-8.155,12.945,67.498,50.087,2
2011-07-01,32.345,18.894,17.385,41.866,39.042,16.344,2.491,29.594,25.022,24.277,2
2011-07-05,13.925,-0.254,16.185,26.412,17.426,17.739,11.635,10.749,42.64,33.254,0
2011-07-06,38.971,25.627,20.85,39.534,44.599,13.925,-0.254,16.185,26.412,17.426,1
2011-07-07,45.05,29.356,35.092,53.058,51.069,38.971,25.627,20.85,39.534,44.599,1
2011-07-08,27.298,23.762,26.297,49.306,43.344,45.05,29.356,35.092,53.058,51.069,-1
2011-07-11,25.041,9.011,33.947,50.132,42.273,41.935,19.883,19.608,71.948,58.223,-2
2011-07-12,57.493,12.372,19.628,62.005,63.652,25.041,9.011,33.947,50.132,42.273,-1
2011-07-13,18.897,15.51,25.835,32.951,23.189,57.493,12.372,19.628,62.005,63.652,1
2011-07-14,28.324,2.421,17.461,51.277,41.995,18.897,15.51,25.835,32.951,23.189,-1
2011-07-15,33.747,1.521,17.318,41.883,34.936,28.324,2.421,17.461,51.277,41.995,1
2011-07-18,30.618,12.01,18.869,49.232,44.439,10.402,13.5,49.493,38.771,32.823,-1
2011-07-19,9.924,21.51,28.461,31.739,24.452,30.618,12.01,18.869,49.232,44.439,2
2011-07-20,47.578,28.668,38.951,60.128,54.569,9.924,21.51,28.461,31.739,24.452,0
2011-07-21,27.029,-3.13,31.835,41.25,36.458,47.578,28.668,38.951,60.128,54.569,2
2011-07-22,12.958,15.363,12.794,17.225,18.2,27.029,-3.13,31.835,41.25,36.458,-1
2011-07-25,1.001,26.703,31.967,19.817,13.937,21.132,13.392,2.55,23.364,17.656,-1
2011-07-26,12.412,18.701,50.383,23.283,17.659,1.001,26.703,31.967,19.817,13.937,-1
2011-07-27,34.491,14.474,18.768,57.044,47.606,12.412,18.701,50.383,23.283,17.659,-2
2011-07-28,2.529,17.043,29.204,7.72,3.932,34.491,14.474,18.768,57.044,47.606,-1
2011-07-29,23.476,7.352,22.897,41.929,34.81,2.529,17.043,29.204,7.72,3.932,-1
2011-08-01,14.302,0.97,12.493,8.98,6.072,13.327,8.028,17.375,5.933,11.574,0
2011-08-02,32.904,16.965,27.87,45.464,38.53,14.302,0.97,12.493,8.98,6.072,-2
2011-08-03,1.729,9.766,19.164,22.198,11.85,32.904,16.965,27.87,45.464,38.53,1
2011-08-04,2.588,1.358,20.046,32.969,16.742,1.729,9.766,19.164,22.198,11.85,-2
2011-08-05,30.125,5.745,27.385,32.017,32.671,2.588,1.358,20.046,32.969,16.742,1
2011-08-08,42.668,14.629,25.58,38.737,40.611,-8.804,13.548,39.086,14.015,4.781,-2
2011-08-09,0.72,-10.638,12.073,26.613,12.758,42.668,14.629,25.58,38.737,40.611,2
2011-08-10,-0.499,18.345,47.137,23.327,11.699,0.72,-10.638,12.073,26.613,12.758,-2
2011-08-11,9.353,20.284,12.249,26.218,19.206,-0.499,18.345,47.137,23.327,11.699,2
2011-08-12,19.112,11.978,18.909,32.598,25.855,9.353,20.284,12.249,26.218,19.206,1
2011-08-15,-2.416,24.705,21.028,18.146,11.474,38.139,0.663,23.465,59.176,47.466,2
2011-08-16,29.164,-1.665,32.378,24.572,25.27,-2.416,24.705,21.028,18.146,11.474,-1
2011-08-17,28.949,15.415,39.42,47.473,46.007,29.164,-1.665,32.378,24.572,25.27,1
2011-08-18,45.534,31.229,17.743,70.396,57.818,28.949,15.415,39.42,47.473,46.007,-2
2011-08-19,-0.489,16.642,26.642,10.869,1.706,45.534,31.229,17.743,70.396,57.818,-2
2011-08-22,12.321,4.608,6.559,16.308,11.04,34.668,33.606,31.371,46.927,43.369,1
2011-08-23,20.098,19.798,36.894,48.736,34.121,12.321,4.608,6.559,16.308,11.04,2
2011-08-24,25.55,-4.016,23.35,48.661,39.442,20.098,19.798,36.894,48.736,34.121,2
2011-08-25,26.5,2.933,16.719,36.698,34.013,25.55,-4.016,23.35,48.661,39.442,-2
2011-08-26,40.579,15.868,19.267,52.602,41.253,26.5,2.933,16.719,36.698,34.013,1
2011-08-29,-17.007,10.801,32.914,-4.681,-11.424,15.863,7.292,2.525,31.658,26.961,2
2011-08-30,29.107,17.994,28.548,40.744,35.123,-17.007,10.801,32.914,-4.681,-11.424,1
2011-08-31,18.784,9.256,23.295,24.002,27.792,29.107,17.994,28.548,40.744,35.123,1
2011-09-01,36.436,12.767,19.165,80.357,62.53,18.784,9.256,23.295,24.002,27.792,-1
2011-09-02,65.537,27.239,16.474,67.118,66.553,36.436,12.767,19.165,80.357,62.53,-2
2011-09-06,47.057,8.09,21.256,58.406,64.07,32.467,8.553,34.755,22.742,28.803,-1
2011-09-07,13.928,17.141,41.322,18.058,19.529,47.057,8.09,21.256,58.406,64.07,2
2011-09-08,8.262,5.379,14.099,29.972,21.924,13.928,17.141,41.322,18.058,19.529,-1
2011-09-09,12.366,-9.603,37.598,19.497,15.681,8.262,5.379,14.099,29.972,21.924,-2
2011-09-12,7.446,-4.679,5.093,15.537,14.907,-1.803,26.283,16.157,4.525,2.808,1
2011-09-13,52.366,34.769,11.665,78.997,64.293,7.446,-4.679,5.093,15.537,14.907,1
2011-09-14,26.561,4.372,21.851,31.405,26.585,52.366,34.769,11.665,78.997,64.293,1
2011-09-15,46.655,19.515,31.354,62.56,53.755,26.561,4.372,21.851,31.405,26.585,2
2011-09-16,40.777,29.296,2.332,63.502,55.273,46.655,19.515,31.354,62.56,53.755,1
2011-09-19,24.637,33.422,35.078,60.472,39.308,27.006,25.385,16.503,63.436,45.306,-1
2011-09-20,39.892,13.008,19.702,61.461,55.007,24.637,33.422,35.078,60.472,39.308,0
2011-09-21,16.079,9.809,19.185,50.861,38.954,39.892,13.008,19.702,61.461,55.007,-2
2011-09-22,28.559,7.632,29.625,49.11,41.967,16.079,9.809,19.185,50.861,38.954,-2
2011-09-23,29.457,-3.692,26.857,35.656,35.409,28.559,7.632,29.625,49.11,41.967,1
2011-09-26,32.964,26.478,15.717,50.223,41.349,38.322,34.381,30.686,40.492,43.062,2
2011-09-27,16.552,27.855,24.303,24.849,22.003,32.964,26.478,15.717,50.223,41.349,2
2011-09-28,24.167,15.242,9.207,37.613,29.161,16.552,27.855,24.303,24.849,22.003,-2
2011-09-29,37.166,23.158,25.438,50.21,49.737,24.167,15.242,9.207,37.613,29.161,1
2011-09-30,33.176,19.776,30.643,40.938,40.073,37.166,23.158,25.438,50.21,49.737,-2
2011-10-03,37.146,27.191,26.989,46.11,39.971,6.849,11.952,17.127,17.52,10.943,-2
2011-10-04,17.408,7.595,21.262,11.385,14.802,37.146,27.191,26.989,46.11,39.971,2
2011-10-05,34.353,19.247,23.478,50.841,41.902,17.408,7.595,21.262,11.385,14.802,1
2011-10-06,9.432,8.88,9.135,20.733,11.61,34.353,19.247,23.478,50.841,41.902,2
2011-10-07,41.982,1.56,27.726,39.957,38.051,9.432,8.88,9.135,20.733,11.61,-1
2011-10-10,22.329,19.072,24.765,12.333,15.736,44.386,1.004,5.046,44.051,38.751,2
2011-10-11,12.778,22.847,19.095,26.159,21.569,22.329,19.072,24.765,12.333,15.736,-1
2011-10-12,18.228,36.536,9.545,57.711,42.153,12.778,22.847,19.095,26.159,21.569,1
2011-10-13,47.634,22.683,24.459,75.293,65.352,18.228,36.536,9.545,57.711,42.153,-1
2011-10-14,42.505,-19.602,13.109,72.58,58.369,47.634,22.683,24.459,75.293,65.352,2
2011-10-17,13.988,-26.064,15.541,36.222,28.604,44.201,5.785,14.223,49.683,42.942,-2
2011-10-18,19.532,13.025,21.148,40.028,29.649,13.988,-26.064,15.541,36.222,28.604,2
2011-10-19,36.184,4.995,23.956,26.229,30.935,19.532,13.025,21.148,40.028,29.649,-1
2011-10-20,33.846,24.945,26.732,74.849,61.027,36.184,4.995,23.956,26.229,30.935,1
2011-10-21,-12.943,-2.368,31.218,12.902,5.611,33.846,24.945,26.732,74.849,61.027,2
2011-10-24,43.655,24.37,16.952,51.411,54.466,43.033,10.999,19.596,57.262,52.478,1
2011-10-25,32.566,21.742,1.976,42.735,36.844,43.655,24.37,16.952,51.411,54.466,-2
2011-10-26,22.857,28.895,33.558,32.43,27.299,32.566,21.742,1.976,42.735,36.844,2
2011-10-27,17.37,11.224,11.874,40.283,26.763,22.857,28.895,33.558,32.43,27.299,2
2011-10-28,61.747,26.03,12.846,60.821,58.919,17.37,11.224,11.874,40.283,26.763,1
2011-10-31,27.373,14.898,7.885,33.839,34.398,6.826,27.189,11.604,19.654,16.053,-2
2011-11-01,18.478,8.76,33.911,36.768,30.031,27.373,14.898,7.885,33.839,34.398,-2
2011-11-02,17.873,32.888,41.926,22.724,25.5,18.478,8.76,33.911,36.768,30.031,2
2011-11-03,27.181,30.901,30.679,55.236,40.535,17.873,32.888,41.926,22.724,25.5,2
2011-11-04,20.118,12.058,22.25,26.593,27.468,27.181,30.901,30.679,55.236,40.535,-1
2011-11-07,23.749,6.399,44.71,39.696,31.001,37.558,18.078,26.411,69.396,56.373,1
2011-11-08,-1.292,16.412,44.028,16.445,6.446,23.749,6.399,44.71,39.696,31.001,1
2011-11-09,30.264,7.061,15.826,50.66,41.051,-1.292,16.412,44.028,16.445,6.446,-2
2011-11-10,50.44,-4.849,33.533,62.093,57.395,30.264,7.061,15.826,50.66,41.051,1
2011-11-11,37.009,11.191,9.922,70.263,55.705,50.44,-4.849,33.533,62.093,57.395,2
2011-11-14,20.612,12.506,26.703,43.645,37.489,44.804,44.893,31.245,55.711,50.68,-1
2011-11-15,23.641,11.848,25.269,30.889,29.326,20.612,12.506,26.703,43.645,37.489,1
2011-11-16,42.58,3.038,14.775,63.868,52.727,23.641,11.848,25.269,30.889,29.326,-2
2011-11-17,41.485,24.178,38.653,65.781,55.399,42.58,3.038,14.775,63.868,52.727,-1
2011-11-18,42.601,20.253,28.842,54.392,53.843,41.485,24.178,38.653,65.781,55.399,1
2011-11-21,54.023,39.708,25.945,71.374,65.179,23.077,22.364,7.098,60.274,47.047,-2
