#Date,news pleasantness,news attention,news sensitivity,news aptitude,news polarity,prev news pleasantness,prev news attention,prev news sensitivity,prev news aptitude,prev news polarity,stock change
2009-09-04,39.617,-4.912,20.119,56.031,47.993,25.44,31.24,31.985,39.142,29.467,1
2009-09-08,39.58,26.112,17.943,57.185,57.277,38.205,3.977,20.76,50.295,49.766,1
2009-09-09,12.727,27.912,33.764,39.606,25.945,39.58,26.112,17.943,57.185,57.277,1
2009-09-10,30.368,21.851,6.296,70.665,51.767,12.727,27.912,33.764,39.606,25.945,1
2009-09-11,49.833,17.367,12.052,72.171,64.51,30.368,21.851,6.296,70.665,51.767,-1
2009-09-14,53.592,29.675,10.296,98.932,81.04,-5.227,20.385,10.569,1.878,-0.941,1
2009-09-15,25.364,24.245,22.331,28.24,25.753,53.592,29.675,10.296,98.932,81.04,1
2009-09-16,35.634,24.902,31.027,40.784,40.105,25.364,24.245,22.331,28.24,25.753,1
2009-09-17,-0.301,14.669,11.673,18.375,10.524,35.634,24.902,31.027,40.784,40.105,0
2009-09-18,4.551,14.279,27.366,10.877,7.115,-0.301,14.669,11.673,18.375,10.524,1
2009-09-21,45.404,32.872,16.826,63.835,60.024,14.328,19.969,18.561,25.654,23.117,-1
2009-09-22,22.5,19.937,17.022,30.684,28.129,45.404,32.872,16.826,63.835,60.024,1
2009-09-23,32.242,20.652,25.503,33.74,30.712,22.5,19.937,17.022,30.684,28.129,-1
2009-09-24,19.829,15.822,27.748,45.586,35.663,32.242,20.652,25.503,33.74,30.712,-1
2009-09-25,4.103,8.876,44.119,33.986,19.258,19.829,15.822,27.748,45.586,35.663,-1
2009-09-28,-0.64,5.721,37.935,15.75,7.071,16.336,16.97,15.9,44.236,31.262,1
2009-09-29,15.806,26.394,20.114,17.575,21.187,-0.64,5.721,37.935,15.75,7.071,-1
2009-09-30,-3.609,-5.943,28.307,12.562,7.568,15.806,26.394,20.114,17.575,21.187,-1
2009-10-01,37.738,-2.859,17.498,47.874,45.298,-3.609,-5.943,28.307,12.562,7.568,-2
2009-10-02,18.755,18.027,38.314,39.168,30.318,37.738,-2.859,17.498,47.874,45.298,-1
2009-10-05,32.231,21.135,25.602,45.436,43.262,34.028,13.295,-3.06,60.112,49.34,1
2009-10-06,11.67,17.992,31.734,34.06,24.184,32.231,21.135,25.602,45.436,43.262,1
2009-10-07,44.01,14.859,12.166,69.852,58.989,11.67,17.992,31.734,34.06,24.184,0
2009-10-08,25.631,16.456,45.659,39.292,31.267,44.01,14.859,12.166,69.852,58.989,1
2009-10-09,9.387,24.71,8.942,42.061,33.254,25.631,16.456,45.659,39.292,31.267,1
2009-10-12,25.91,19.391,22.084,40.296,34.698,12.015,11.671,12.026,44.992,29.08,1
2009-10-13,9.837,16.106,32.111,22.307,21.529,25.91,19.391,22.084,40.296,34.698,0
2009-10-14,8.539,28.002,11.975,36.167,17.541,9.837,16.106,32.111,22.307,21.529,2
2009-10-15,33.643,31.188,27.899,60.847,49.446,8.539,28.002,11.975,36.167,17.541,1
2009-10-16,7.383,21.079,46.622,16.185,9.452,33.643,31.188,27.899,60.847,49.446,-1
2009-10-19,47.799,16.565,3.489,71.601,60.288,18.724,3.54,1.497,40.811,28.116,1
2009-10-20,32.814,17.152,25.341,64.741,51.528,47.799,16.565,3.489,71.601,60.288,-1
2009-10-21,54.667,7.597,49.396,69.953,64.67,32.814,17.152,25.341,64.741,51.528,-1
2009-10-22,29.846,13.14,32.16,39.09,32.117,54.667,7.597,49.396,69.953,64.67,1
2009-10-23,29.724,12.967,24.387,45.38,36.435,29.846,13.14,32.16,39.09,32.117,-1
2009-10-26,32.015,-15.27,14.81,40.251,37.736,53.84,44.582,41.007,87.629,71.647,-1
2009-10-27,38.648,25.632,18.933,30.126,33.639,32.015,-15.27,14.81,40.251,37.736,0
2009-10-28,45.382,31.198,3.359,55.732,52.719,38.648,25.632,18.933,30.126,33.639,-1
2009-10-29,43.601,21.703,31.795,56.68,51.64,45.382,31.198,3.359,55.732,52.719,2
2009-10-30,16.539,25.766,0.143,42.252,23.552,43.601,21.703,31.795,56.68,51.64,-2
2009-11-02,44.551,-2.979,-5.513,63.026,53.608,20.998,20.781,19.092,34.188,30.312,1
2009-11-03,16.885,3.418,37.924,24.165,25.886,44.551,-2.979,-5.513,63.026,53.608,-1
2009-11-04,11.955,28.836,21.077,37.465,30.561,16.885,3.418,37.924,24.165,25.886,1
2009-11-05,10.362,26.007,14.046,34.808,25.271,11.955,28.836,21.077,37.465,30.561,2
2009-11-06,47.918,18.61,18.993,67.296,55.887,10.362,26.007,14.046,34.808,25.271,1
2009-11-09,38.21,19.491,40.784,62.844,52.996,26.121,-3.473,7.472,35.717,29.054,2
2009-11-10,4.562,25.421,12.565,25.571,19.944,38.21,19.491,40.784,62.844,52.996,1
2009-11-11,17.233,16.267,28.692,30.082,24.052,4.562,25.421,12.565,25.571,19.944,1
2009-11-12,13.701,0.399,31.566,26.342,22.719,17.233,16.267,28.692,30.082,24.052,-1
2009-11-13,17.99,30.346,24.727,42.132,31.956,13.701,0.399,31.566,26.342,22.719,1
2009-11-16,0.672,41.274,15.992,25.089,15.805,40.238,10.383,21.418,67.295,55.17,1
2009-11-17,18.326,1.418,33.103,36.976,29.991,0.672,41.274,15.992,25.089,15.805,1
2009-11-18,34.455,-2.105,11.458,61.349,51.204,18.326,1.418,33.103,36.976,29.991,0
2009-11-19,2.01,25.565,1.814,24.804,11.426,34.455,-2.105,11.458,61.349,51.204,-1
2009-11-20,30.592,24.116,31.127,57.931,48.12,2.01,25.565,1.814,24.804,11.426,0
2009-11-23,-1.015,4.939,17.724,36.1,22.7,18.326,29.795,19.546,55.334,41.606,1
2009-11-24,32.635,19.052,27.551,65.397,51.977,-1.015,4.939,17.724,36.1,22.7,-1
2009-11-25,14.078,17.563,10.097,25.03,23.081,32.635,19.052,27.551,65.397,51.977,1
2009-11-27,29.104,12.133,4.77,37.57,34.444,23.176,45.686,40.552,52.678,39.193,-2
2009-11-30,31.384,11.029,14.522,53.463,44.211,31.739,45.48,25.338,60.76,44.043,1
2009-12-01,7.865,16.515,44.699,23.193,16.827,31.384,11.029,14.522,53.463,44.211,1
2009-12-02,12.125,28.487,20.707,23.289,20.426,7.865,16.515,44.699,23.193,16.827,-1
2009-12-03,29.843,19.951,8.768,38.583,36.944,12.125,28.487,20.707,23.289,20.426,-1
2009-12-04,7.061,13.51,10.009,28.402,22.801,29.843,19.951,8.768,38.583,36.944,1
2009-12-07,15.45,22.378,11.844,25.057,26.127,14.969,9.716,45.058,48.208,35.265,0
2009-12-08,12.516,2.638,16.456,28.078,25.03,15.45,22.378,11.844,25.057,26.127,-1
2009-12-09,-0.26,20.827,10.043,16.146,4.675,12.516,2.638,16.456,28.078,25.03,1
2009-12-10,48.052,16.974,18.495,41.562,44.981,-0.26,20.827,10.043,16.146,4.675,1
2009-12-11,9.893,9.682,28.227,32.215,22.019,48.052,16.974,18.495,41.562,44.981,1
2009-12-14,22.429,7.417,26.098,37.719,26.944,34.541,-1.563,47.034,49.507,39.73,1
2009-12-15,-0.22,4.24,22.757,37.833,22.98,22.429,7.417,26.098,37.719,26.944,-1
2009-12-16,12.027,12.285,22.031,17.852,13.848,-0.22,4.24,22.757,37.833,22.98,0
2009-12-17,37.208,3.714,12.319,45.44,45.461,12.027,12.285,22.031,17.852,13.848,-1
2009-12-18,23.496,19.507,18.124,53.905,35.939,37.208,3.714,12.319,45.44,45.461,1
2009-12-21,0.499,28.116,16.681,22.882,14.925,15.411,39.47,34.707,40.515,22.377,1
2009-12-22,30.421,29.902,29.31,30.978,33.669,0.499,28.116,16.681,22.882,14.925,1
2009-12-23,32.474,20.821,17.526,36.833,33.477,30.421,29.902,29.31,30.978,33.669,0
2009-12-24,27.188,22.435,5.936,49.002,42.294,32.474,20.821,17.526,36.833,33.477,1
2009-12-28,50.066,-2.034,28.355,79.279,66.96,20.549,32.074,24.227,29.761,24.431,1
2009-12-29,0.478,29.66,19.826,25.617,19.078,50.066,-2.034,28.355,79.279,66.96,0
2009-12-30,46.569,21.121,-6.232,62.718,56.056,0.478,29.66,19.826,25.617,19.078,0
2009-12-31,9.762,13.171,14.392,27.334,18.977,46.569,21.121,-6.232,62.718,56.056,-1
2010-01-04,30.818,20.669,11.568,63.127,50.22,32.271,38.31,35.363,67.588,52.172,2
2010-01-05,10.604,5.655,19.614,18.701,18.741,30.818,20.669,11.568,63.127,50.22,0
2010-01-06,53.498,39.231,6.167,87.451,72.245,10.604,5.655,19.614,18.701,18.741,0
2010-01-07,35.707,0.782,12.424,53.13,44.753,53.498,39.231,6.167,87.451,72.245,1
2010-01-08,42.377,-8.371,12.627,64.786,53.614,35.707,0.782,12.424,53.13,44.753,0
2010-01-11,20.208,12.48,38.194,43.231,35.523,10.075,25.258,25.22,0.154,6.015,1
2010-01-12,4.524,8.554,17.486,26.123,21.034,20.208,12.48,38.194,43.231,35.523,-1
2010-01-13,31.48,27.674,-1.251,52.817,41.159,4.524,8.554,17.486,26.123,21.034,1
2010-01-14,23.663,39.253,23.353,45.85,33.906,31.48,27.674,-1.251,52.817,41.159,1
2010-01-15,23.171,8.599,5.855,46.094,32.509,23.663,39.253,23.353,45.85,33.906,-1
2010-01-19,37.758,21.692,4.331,68.879,55.655,23.99,10.291,24.365,52.518,37.674,1
2010-01-20,44.586,36.416,22.496,65.468,61.219,37.758,21.692,4.331,68.879,55.655,-1
2010-01-21,20.796,1.206,21.063,73.36,55.053,44.586,36.416,22.496,65.468,61.219,-2
2010-01-22,30.581,18.721,9.244,36.657,35.682,20.796,1.206,21.063,73.36,55.053,-2
2010-01-25,11.608,27.807,8.801,42.631,29.806,15.956,12.442,18.436,59.077,39.145,1
2010-01-26,12.132,4.346,26.194,27.744,18.636,11.608,27.807,8.801,42.631,29.806,0
2010-01-27,-2.838,12.704,24.078,11.966,6.27,12.132,4.346,26.194,27.744,18.636,1
2010-01-28,-7.449,28.616,25.605,21.362,13.186,-2.838,12.704,24.078,11.966,6.27,-1
2010-01-29,15.528,16.959,26.257,34.457,26.523,-7.449,28.616,25.605,21.362,13.186,-1
2010-02-01,0.635,6.93,37.059,27.083,14.522,-1.05,12.406,26.174,14.618,6.35,1
2010-02-02,9.357,15.294,4.939,39.401,25.555,0.635,6.93,37.059,27.083,14.522,1
2010-02-03,22.375,16.339,11.582,38.363,31.246,9.357,15.294,4.939,39.401,25.555,-1
2010-02-04,3.898,10.499,16.809,18.414,13.272,22.375,16.339,11.582,38.363,31.246,-2
2010-02-05,39.989,30.569,4.798,61.897,50.884,3.898,10.499,16.809,18.414,13.272,0
2010-02-08,35.847,-0.586,0.183,77.598,56.067,40.115,19.836,32.528,61.732,60.388,-1
2010-02-09,4.6,38.166,39.074,7.585,9.43,35.847,-0.586,0.183,77.598,56.067,2
2010-02-10,2.643,29.351,19.933,37.177,21.79,4.6,38.166,39.074,7.585,9.43,-1
2010-02-11,22.138,20.926,22.069,26.305,27.081,2.643,29.351,19.933,37.177,21.79,1
2010-02-12,18.312,0.802,23.999,31.763,25.007,22.138,20.926,22.069,26.305,27.081,-1
2010-02-16,-5.909,5.811,20.925,10.389,3.34,46.485,40.928,7.638,61.274,54.269,2
2010-02-17,-3.952,1.862,27.975,37.16,22.166,-5.909,5.811,20.925,10.389,3.34,1
2010-02-18,21.16,4.268,38.337,59.7,43.159,-3.952,1.862,27.975,37.16,22.166,1
2010-02-19,20.425,12.92,15.787,34.266,32.113,21.16,4.268,38.337,59.7,43.159,1
2010-02-22,8.508,-15.521,29.884,20.536,15.932,28.822,20.779,7.349,42.361,39.359,-1
2010-02-23,17.346,19.067,29.219,37.394,31.615,8.508,-15.521,29.884,20.536,15.932,-1
2010-02-24,53.153,17.802,13.354,68.296,65.338,17.346,19.067,29.219,37.394,31.615,1
2010-02-25,28.681,-2.897,17.673,33.247,30.155,53.153,17.802,13.354,68.296,65.338,-1
2010-02-26,27.506,2.383,-6.202,57.933,45.214,28.681,-2.897,17.673,33.247,30.155,0
2010-03-01,19.493,-10.002,25.325,46.087,35.807,0.114,6.665,17.542,24.958,17.326,1
2010-03-02,22.007,12.595,15.479,53.667,38.99,19.493,-10.002,25.325,46.087,35.807,0
2010-03-03,17.907,22.789,25.993,12.932,14.047,22.007,12.595,15.479,53.667,38.99,0
2010-03-04,39.755,18.347,4.075,61.898,54.367,17.907,22.789,25.993,12.932,14.047,1
2010-03-05,13.497,13.11,12.469,23.542,22.115,39.755,18.347,4.075,61.898,54.367,1
2010-03-08,19.915,13.062,16.624,45.681,36.124,3.21,13.151,6.237,24.229,16.058,0
2010-03-09,38.715,28.805,16.632,64.724,52.403,19.915,13.062,16.624,45.681,36.124,0
2010-03-10,28.069,1.398,13.003,39.054,28.125,38.715,28.805,16.632,64.724,52.403,0
2010-03-11,31.607,4.085,22.792,40.255,35.772,28.069,1.398,13.003,39.054,28.125,1
2010-03-12,33.328,17.391,-2.956,58.554,45.167,31.607,4.085,22.792,40.255,35.772,0
2010-03-15,24.773,18.767,19.496,45.254,37.57,21.417,27.491,10.848,49.34,35.491,1
2010-03-16,24.628,10.514,20.529,46.172,32.843,24.773,18.767,19.496,45.254,37.57,1
2010-03-17,10.398,26.628,26.285,22.376,21.491,24.628,10.514,20.529,46.172,32.843,1
2010-03-18,41.341,13.442,7.724,66.37,57.023,10.398,26.628,26.285,22.376,21.491,1
2010-03-19,31.569,6.511,29.563,82.424,59.689,41.341,13.442,7.724,66.37,57.023,-1
2010-03-22,30.351,17.419,8.222,60.436,48.468,28.815,-0.742,10.607,23.798,21.432,1
2010-03-23,19.59,24.716,29.459,46.745,28.816,30.351,17.419,8.222,60.436,48.468,1
2010-03-24,18.857,14.374,20.698,29.396,28.753,19.59,24.716,29.459,46.745,28.816,-1
2010-03-25,19.338,15.393,19.306,28.904,22.951,18.857,14.374,20.698,29.396,28.753,0
2010-03-26,24.709,24.002,13.763,37.094,32.659,19.338,15.393,19.306,28.904,22.951,0
2010-03-29,6.436,17.475,34.801,8.987,6.036,7.672,16.604,13.648,9.014,5.451,1
2010-03-30,3.516,13.287,12.893,34.9,19.767,6.436,17.475,34.801,8.987,6.036,0
2010-03-31,12.89,-4.765,17.816,21.016,15.567,3.516,13.287,12.893,34.9,19.767,-1
2010-04-01,47.677,12.335,29.202,61.308,56.951,12.89,-4.765,17.816,21.016,15.567,1
2010-04-05,0.794,27.553,20.099,0.91,5.081,16.506,21.83,32.26,53.008,34.538,1
2010-04-06,18.367,11.757,27.26,17.726,18.139,0.794,27.553,20.099,0.91,5.081,0
2010-04-07,-18.625,8.427,13.978,-8.094,-13.354,18.367,11.757,27.26,17.726,18.139,-1
2010-04-08,22.573,21.649,26.791,34.185,30.201,-18.625,8.427,13.978,-8.094,-13.354,1
2010-04-09,15.37,36.514,51.213,30.42,21.823,22.573,21.649,26.791,34.185,30.201,1
2010-04-12,60.081,25.307,6.215,62.977,62.999,24.051,-16.11,25.913,35.279,34.182,0
2010-04-13,33.636,7.267,15.697,57.194,49.251,60.081,25.307,6.215,62.977,62.999,0
2010-04-14,29.957,27.092,6.844,28.179,32.155,33.636,7.267,15.697,57.194,49.251,1
2010-04-15,29.005,14.974,14.575,63.955,47.682,29.957,27.092,6.844,28.179,32.155,1
2010-04-16,-18.811,9.436,45.443,28.617,5.918,29.005,14.974,14.575,63.955,47.682,-1
2010-04-19,68.15,2.661,0.786,85.978,75.156,40.665,7.439,10.448,48.514,43.434,1
2010-04-20,20.551,34.772,-7.601,42.217,34.847,68.15,2.661,0.786,85.978,75.156,1
2010-04-21,18.184,15.341,26.396,32.691,28.541,20.551,34.772,-7.601,42.217,34.847,0
2010-04-22,46.214,20.123,38.828,45.781,50.561,18.184,15.341,26.396,32.691,28.541,1
2010-04-23,23.924,17.388,30.924,36.067,35.455,46.214,20.123,38.828,45.781,50.561,1
2010-04-26,33.053,1.957,8.14,31.741,33.025,14.336,19.821,13.238,19.278,17.675,0
2010-04-27,31.464,19.697,19.825,47.405,41.401,33.053,1.957,8.14,31.741,33.025,-2
2010-04-28,17.953,31.399,25.521,40.771,34.041,31.464,19.697,19.825,47.405,41.401,1
2010-04-29,18.619,26.624,27.056,33.214,29.178,17.953,31.399,25.521,40.771,34.041,1
2010-04-30,25.784,18.735,31.589,54.137,43.592,18.619,26.624,27.056,33.214,29.178,-2
2010-05-03,35.955,25.768,30.741,52.101,50.708,37.718,14.887,-3.35,64.495,51.497,2
2010-05-04,16.861,19.265,18.641,44.066,32.719,35.955,25.768,30.741,52.101,50.708,-2
2010-05-05,19.558,26.196,19.211,34.176,29.06,16.861,19.265,18.641,44.066,32.719,-1
2010-05-06,38.328,19.138,21.319,55.764,46.925,19.558,26.196,19.211,34.176,29.06,-2
2010-05-07,24.799,9.465,42.406,49.778,39.587,38.328,19.138,21.319,55.764,46.925,-1
2010-05-10,23.796,18.864,15.729,49.868,36.406,13.237,12.568,20.24,26.801,20.071,2
2010-05-11,39.139,0.043,21.753,54.193,45.888,23.796,18.864,15.729,49.868,36.406,-1
2010-05-12,17.678,27.866,33.673,37.61,25.235,39.139,0.043,21.753,54.193,45.888,2
2010-05-13,13.072,7.316,19.869,35.323,28.469,17.678,27.866,33.673,37.61,25.235,-1
2010-05-14,19.298,6.635,36.301,28.432,26.554,13.072,7.316,19.869,35.323,28.469,-2
2010-05-17,16.935,8.779,18.892,36.707,24.786,17.109,2.901,19.129,32.998,26.817,0
2010-05-18,31.077,25.161,33.724,57.971,42.212,16.935,8.779,18.892,36.707,24.786,-1
2010-05-19,23.439,12.885,39.56,26.224,23.128,31.077,25.161,33.724,57.971,42.212,-1
2010-05-20,23.482,19.076,9.667,40.164,32.703,23.439,12.885,39.56,26.224,23.128,-2
2010-05-21,40.515,0.936,19.226,51.311,46.002,23.482,19.076,9.667,40.164,32.703,1
2010-05-24,19.353,0.09,19.386,45.255,34.645,12.198,20.935,20.346,37.221,28.01,-1
2010-05-25,9.45,39.199,32.17,42.37,29.409,19.353,0.09,19.386,45.255,34.645,-1
2010-05-26,6.95,21.987,11.34,18.562,16.577,9.45,39.199,32.17,42.37,29.409,-1
2010-05-27,31.863,31.962,12.675,52.419,39.071,6.95,21.987,11.34,18.562,16.577,2
2010-05-28,12.135,13.378,8.459,40.845,30.508,31.863,31.962,12.675,52.419,39.071,-1
2010-06-01,25.49,42.397,13.121,56.732,45.977,10.424,24.623,17.836,17.719,15.26,-1
2010-06-02,34.074,24.888,20.633,34.345,34.396,25.49,42.397,13.121,56.732,45.977,2
2010-06-03,1.445,30.201,15.706,20.803,11.551,34.074,24.888,20.633,34.345,34.396,0
2010-06-04,29.137,8.104,29.87,32.658,30.904,1.445,30.201,15.706,20.803,11.551,-2
2010-06-07,12.761,4.91,14.516,31.207,20.261,17.037,14.671,11.705,27.699,20.326,-1
2010-06-08,38.291,9.894,13.111,41.609,37.721,12.761,4.91,14.516,31.207,20.261,1
2010-06-09,60.937,-7.186,16.457,75.974,72.261,38.291,9.894,13.111,41.609,37.721,-1
2010-06-10,49.641,17.422,24.696,60.966,61.119,60.937,-7.186,16.457,75.974,72.261,2
2010-06-11,21.482,18.784,13.145,37.448,31.644,49.641,17.422,24.696,60.966,61.119,1
2010-06-14,25.694,19.017,24.588,61.034,45.996,17.376,2.767,26.222,39.036,27.679,-1
2010-06-15,51.181,27.671,20.99,59.478,53.014,25.694,19.017,24.588,61.034,45.996,2
2010-06-16,30.862,22.905,13.303,47.842,43.05,51.181,27.671,20.99,59.478,53.014,0
2010-06-17,14.424,17.996,23.745,28.661,23.173,30.862,22.905,13.303,47.842,43.05,1
2010-06-18,8.551,17.836,25.047,32.342,21.99,14.424,17.996,23.745,28.661,23.173,1
2010-06-21,16.412,18.02,30.372,33.506,29.358,17.872,27.875,21.639,38.517,31.287,0
2010-06-22,34.376,11.442,13.992,58.513,42.515,16.412,18.02,30.372,33.506,29.358,-2
2010-06-23,25.369,15.397,23.875,39.377,36.569,34.376,11.442,13.992,58.513,42.515,0
2010-06-24,36.49,18.845,7.808,47.852,46.666,25.369,15.397,23.875,39.377,36.569,-2
2010-06-25,30.363,34.681,6.181,49.802,42.009,36.49,18.845,7.808,47.852,46.666,0
2010-06-28,16.809,17.541,28.346,7.846,16.852,24.596,34.207,35.923,58.914,40.444,0
2010-06-29,11.075,12.743,24.785,30.965,26.1,16.809,17.541,28.346,7.846,16.852,-2
2010-06-30,35.652,35.123,12.947,59.197,49.603,11.075,12.743,24.785,30.965,26.1,-1
2010-07-01,29.467,24.927,23.619,52.417,43.87,35.652,35.123,12.947,59.197,49.603,-1
2010-07-02,17.537,20.126,4.638,9.368,11.135,29.467,24.927,23.619,52.417,43.87,-1
2010-07-06,33.347,7.978,42.244,51.879,46.079,12.238,15.538,-0.057,53.268,36.375,1
2010-07-07,5.934,21.4,37.121,29.617,18.135,33.347,7.978,42.244,51.879,46.079,2
2010-07-08,2.958,29.725,17.29,15.482,9.661,5.934,21.4,37.121,29.617,18.135,1
2010-07-09,27.111,18.425,24.61,32,28.596,2.958,29.725,17.29,15.482,9.661,1
2010-07-12,22.687,17.938,19.238,31.5,30.873,14.58,-6.926,32.203,35.597,27.033,1
2010-07-13,21.185,-12.45,19.319,34.462,27.433,22.687,17.938,19.238,31.5,30.873,2
2010-07-14,-6.261,9.083,27.335,22.731,13.264,21.185,-12.45,19.319,34.462,27.433,0
2010-07-15,20.21,35.469,15.771,54.882,45.82,-6.261,9.083,27.335,22.731,13.264,0
2010-07-16,14.669,14.702,23.167,20.661,17.123,20.21,35.469,15.771,54.882,45.82,-2
2010-07-19,55.861,21.633,15.689,66.499,66.51,29.217,15.141,16.872,63.028,48.801,1
2010-07-20,17.689,34.171,38.408,48.966,40.701,55.861,21.633,15.689,66.499,66.51,1
2010-07-21,16.79,16.731,9.965,22.305,20.593,17.689,34.171,38.408,48.966,40.701,-1
2010-07-22,45.754,20.315,26.725,69.592,54.55,16.79,16.731,9.965,22.305,20.593,2
2010-07-23,37.708,21.601,19.977,46.841,45.209,45.754,20.315,26.725,69.592,54.55,1
2010-07-26,-31.369,43.916,60.413,-0.65,-4.447,12.418,36.074,13.636,30.938,26.375,1
2010-07-27,-7.367,13.303,18.095,6.539,3.572,-31.369,43.916,60.413,-0.65,-4.447,0
2010-07-28,-10.29,13.754,27.796,-0.088,0.1,-7.367,13.303,18.095,6.539,3.572,-1
2010-07-29,17.06,27.569,24.917,54.669,39.787,-10.29,13.754,27.796,-0.088,0.1,-1
2010-07-30,-3.168,2.18,29.764,2.866,1.627,17.06,27.569,24.917,54.669,39.787,0
2010-08-02,16.063,-9.541,23.848,36.807,29.945,39.446,10.809,24.329,51.443,48.169,2
2010-08-03,-0.546,20.574,34.985,38.065,21.478,16.063,-9.541,23.848,36.807,29.945,-1
2010-08-04,10.201,7.531,17.64,12.112,12.631,-0.546,20.574,34.985,38.065,21.478,1
2010-08-05,24.609,13.467,12.122,53.307,42.266,10.201,7.531,17.64,12.112,12.631,0
2010-08-06,0.558,19.042,11.769,4.991,2.804,24.609,13.467,12.122,53.307,42.266,-1
2010-08-09,-4.951,12.082,18.142,14.403,11.195,13.492,10.03,21.127,23.479,17.855,1
2010-08-10,40.53,5.911,11.167,63.536,63.048,-4.951,12.082,18.142,14.403,11.195,-1
2010-08-11,16.616,41.814,20.251,36.52,31.738,40.53,5.911,11.167,63.536,63.048,-2
2010-08-12,9.42,13.975,25.582,12.737,13.374,16.616,41.814,20.251,36.52,31.738,-1
2010-08-13,32.933,12.25,1.432,55.042,42.12,9.42,13.975,25.582,12.737,13.374,-1
2010-08-16,29.335,24.388,20.682,50.441,41.995,6.129,21.278,11.118,33.548,22.813,0
2010-08-17,17.779,14.606,20.62,45.23,30.204,29.335,24.388,20.682,50.441,41.995,1
2010-08-18,13.002,35.67,9.317,35.148,29.608,17.779,14.606,20.62,45.23,30.204,1
2010-08-19,17.759,36.344,14.031,29.888,22.796,13.002,35.67,9.317,35.148,29.608,-1
2010-08-20,26.057,-14.1,8.674,46.066,37.457,17.759,36.344,14.031,29.888,22.796,-1
2010-08-23,14.676,24.653,32.074,28.954,21.863,24.351,21.607,12.525,68.286,52.78,-1
2010-08-24,17.351,4.56,14.834,28.396,21.356,14.676,24.653,32.074,28.954,21.863,-1
2010-08-25,20.718,18.008,10.42,27.701,22.58,17.351,4.56,14.834,28.396,21.356,1
2010-08-26,14.998,14.785,5.013,18.411,16.772,20.718,18.008,10.42,27.701,22.58,-1
2010-08-27,19.621,26.549,29.817,41.124,37.081,14.998,14.785,5.013,18.411,16.772,2
2010-08-30,-6.345,-4.137,38.289,17.534,7.852,18.89,14.31,13.161,38.75,28.705,-1
2010-08-31,35.319,1.957,13.73,28.87,28.163,-6.345,-4.137,38.289,17.534,7.852,0
2010-09-01,13.039,11.293,22.725,8.857,11.454,35.319,1.957,13.73,28.87,28.163,2
2010-09-02,23.836,2.994,21.947,46.654,41.289,13.039,11.293,22.725,8.857,11.454,1
2010-09-03,10.941,18.71,25.341,21.229,17.562,23.836,2.994,21.947,46.654,41.289,1
2010-09-07,14.259,6.716,16.453,47.938,30.341,23.022,4.765,17.612,55.44,43.787,-1
2010-09-08,20.816,15.651,45.464,36.177,36.063,14.259,6.716,16.453,47.938,30.341,1
2010-09-09,26.72,10.939,7.642,27.32,24.053,20.816,15.651,45.464,36.177,36.063,1
2010-09-10,39.342,12.521,30.396,35.995,35.192,26.72,10.939,7.642,27.32,24.053,1
2010-09-13,12.666,34.558,32.795,37.935,33.994,38.939,15.224,28.335,63.134,51.18,1
2010-09-14,37.69,-3.437,10.903,35.048,41.018,12.666,34.558,32.795,37.935,33.994,-1
2010-09-15,18.378,6.261,19.645,35.307,27.085,37.69,-3.437,10.903,35.048,41.018,1
2010-09-16,18.108,13.653,27.196,48.391,34.155,18.378,6.261,19.645,35.307,27.085,1
2010-09-17,40.326,12.903,19.975,52.092,44.797,18.108,13.653,27.196,48.391,34.155,0
2010-09-20,46.254,43.992,25.69,83.866,69.049,7.124,11.554,13.998,31.509,24.817,2
2010-09-21,50.737,22.139,12.078,30.734,41.26,46.254,43.992,25.69,83.866,69.049,0
2010-09-22,33.457,15.596,8.224,35.436,37.51,50.737,22.139,12.078,30.734,41.26,-1
2010-09-23,23.676,9.646,24.104,40.913,34.964,33.457,15.596,8.224,35.436,37.51,-1
2010-09-24,41.538,31.518,36.846,42.263,45.501,23.676,9.646,24.104,40.913,34.964,2
2010-09-27,19.5,20.042,20.648,39.249,29.042,0.029,10.577,22.49,25.396,11.849,-1
2010-09-28,0.791,14.447,-1.201,17.331,12.293,19.5,20.042,20.648,39.249,29.042,1
2010-09-29,12.678,5.589,30.871,25.32,14.889,0.791,14.447,-1.201,17.331,12.293,-1
2010-09-30,10.341,7.332,11.391,46.72,29.939,12.678,5.589,30.871,25.32,14.889,-1
2010-10-01,31.027,19.81,10.572,29.361,27.537,10.341,7.332,11.391,46.72,29.939,1
2010-10-04,25.732,26.971,32.739,25.214,27.126,29.97,16.017,37.9,40.021,35.103,-1
2010-10-05,27.83,9.094,5.933,28.504,31.266,25.732,26.971,32.739,25.214,27.126,2
2010-10-06,55.631,19.048,11.198,89.611,80.641,27.83,9.094,5.933,28.504,31.266,1
2010-10-07,45.936,14.156,30.001,72.947,58.899,55.631,19.048,11.198,89.611,80.641,-1
2010-10-08,23.369,40.366,20.642,55.72,47.314,45.936,14.156,30.001,72.947,58.899,1
2010-10-11,62.114,4.429,45.453,95.884,81.333,42.62,18.309,25.604,55.196,49.128,0
2010-10-12,31.861,14.516,29.922,39.187,34.031,62.114,4.429,45.453,95.884,81.333,0
2010-10-13,15.889,21.807,24.551,23.328,21.929,31.861,14.516,29.922,39.187,34.031,1
2010-10-14,34.123,2.435,22.909,39.862,36.055,15.889,21.807,24.551,23.328,21.929,0
