#Date,news positivity,news negativity,stock change
2008-08-08,6.899893642331454,7.387986964146617,1
2008-08-11,5.962623283579164,4.893669626941685,1
2008-08-12,6.261261915168165,6.123969866938618,0
2008-08-13,5.51827609524978,6.118808585420427,0
2008-08-14,6.808791920261543,6.0091675073292725,1
2008-08-15,6.421721784729717,7.788745264238686,1
2008-08-18,3.3834264145941777,9.032030237027334,0
2008-08-19,5.213847009921625,4.8665091621141165,0
2008-08-20,7.027628730918204,5.815999278499279,1
2008-08-21,6.564770974274265,9.242419742538168,1
2008-08-22,7.405570198592259,6.515151542901544,1
2008-08-25,6.288864361687505,7.394141053090357,0
2008-08-26,5.3625639270859855,7.600320165945163,1
2008-08-27,4.639130990483645,6.908801402335885,1
2008-08-28,3.632018003245174,7.6592877893177365,1
2008-08-29,4.656306676057357,6.116848628383112,0
2008-09-02,7.902613886801193,9.78917239199158,0
2008-09-03,4.96120915884343,5.969489707463253,1
2008-09-04,4.473138303689775,4.593432600895836,0
2008-09-05,8.134601222865541,6.427596425332492,1
2008-09-08,4.386088047301283,7.232981248054778,1
2008-09-09,7.73121962985102,8.032083073234528,0
2008-09-10,4.582795676545677,5.975347915972917,1
2008-09-11,5.095842372616225,6.924494797867733,1
2008-09-12,8.466494702944974,7.365554022645739,0
2008-09-15,8.771883291953147,8.10307784780579,0
2008-09-16,6.479164688152691,8.518496121253476,1
2008-09-17,4.90968710279372,4.71512627997003,0
2008-09-18,3.579443832030039,6.088800463584946,1
2008-09-19,5.9080337180935,5.953362486848899,1
2008-09-22,4.385162440066616,6.998166943822125,0
2008-09-23,3.990661432113638,7.2546885508282575,0
2008-09-24,6.742515566009014,4.908435693941607,0
2008-09-25,5.239835578314875,5.904739946457052,1
2008-09-26,3.775848517237836,7.169415908309097,1
2008-09-29,7.411324071095744,6.717925301341432,0
2008-09-30,5.704656281218781,7.032232408794909,1
2008-10-01,10.975863773385763,12.213153775928168,0
2008-10-02,7.759219964976544,5.862615808576528,0
2008-10-03,7.862036250213496,8.868738105289966,0
2008-10-06,4.746860367337343,5.62561553030303,0
2008-10-07,6.759185256944995,6.405710307471999,0
2008-10-08,5.221650224775226,7.548199431287668,0
2008-10-09,5.891821902512693,7.714442465429311,0
2008-10-10,5.609401538487166,7.026848369056624,0
2008-10-13,7.931299068158053,6.973573694797799,1
2008-10-14,8.975162540632745,8.084739448127124,0
2008-10-15,5.091732572982572,4.89467685092685,0
2008-10-16,5.616511614670118,6.97637913349696,1
2008-10-17,8.740386423986367,7.578918428769871,0
2008-10-20,7.372760367730025,4.744696288987028,1
2008-10-21,6.429089254912464,7.9396339159206795,0
2008-10-22,6.90799243321207,5.268020071047337,0
2008-10-23,8.38679803595652,10.748360784265781,1
2008-10-24,7.263226701054322,7.34167630364707,0
2008-10-27,7.940096891412682,10.024860190978607,0
2008-10-28,3.6473847952466376,7.863203526854842,1
2008-10-29,7.4519122003398826,8.167648714203573,0
2008-10-30,8.283424927386456,8.818307718874046,1
2008-10-31,5.6208149233807125,7.331124106157002,1
2008-11-03,4.8279184539875315,9.055658477122293,0
2008-11-04,5.794599960712383,7.050677920042008,1
2008-11-05,7.441754601714933,7.7365478720983765,0
2008-11-06,6.983439241851339,6.941988209281757,0
2008-11-07,4.566307672743264,6.550008738119091,1
2008-11-10,6.601335161334195,6.444042994042995,0
2008-11-11,4.228067290896238,8.251814669248882,0
2008-11-12,4.888965510193132,8.2701197393293,0
2008-11-13,6.516380381302941,7.365633942033607,1
2008-11-14,5.322986596414423,6.848253628681261,0
2008-11-17,4.379451775112574,5.964840214395168,0
2008-11-18,5.613556018499903,7.379335349570451,1
2008-11-19,4.4371368391790735,3.700208399755566,0
2008-11-20,5.288089891060092,5.085515719445673,0
2008-11-21,8.246972892679645,7.018944418530814,1
2008-11-24,7.054674676888298,7.129441780699521,1
2008-11-25,5.465314920427907,6.950600727774642,1
2008-11-26,3.0421192750962485,5.573405393625982,1
2008-11-28,6.299865027008022,9.989054282562412,1
2008-12-01,4.529059098033805,5.4266830413308735,0
2008-12-02,8.183173627282441,8.02450701864654,1
2008-12-03,8.003325983742782,9.619200057252689,1
2008-12-04,6.9379922161172205,8.752746212121211,0
2008-12-05,7.175640069107393,7.55952837115174,1
2008-12-08,5.286844178460858,8.597556579449963,1
2008-12-09,6.95614975030661,11.574082773465083,0
2008-12-10,7.861385344399647,8.109516566930612,1
2008-12-11,5.790521276730515,10.289354569042072,0
2008-12-12,4.978928771392006,9.239299528086294,1
2008-12-15,3.9840392261723783,5.8229042319395585,0
2008-12-16,5.071142120489628,6.706828831370393,1
2008-12-17,4.872726763853808,8.652576179256462,0
2008-12-18,5.93195129517885,7.833624526488305,0
2008-12-19,6.908548916361416,8.286766011766012,0
2008-12-22,5.901390594343525,9.844393919158932,0
2008-12-23,5.676025102189879,5.826752920020857,0
2008-12-24,6.646160007218445,4.32196406140872,1
2008-12-26,5.483159874986986,8.194440445802192,1
2008-12-29,8.39757196385486,6.512827062643238,0
2008-12-30,8.291359786777548,10.401848257006153,1
2008-12-31,7.893350414259487,9.723899214016651,1
2009-01-02,5.816830866287135,5.82347869601159,1
2009-01-05,7.976269797346616,9.55845369854174,0
2009-01-06,6.491778934215426,7.7811165674603195,1
2009-01-07,8.431124570196744,8.849439468769965,0
2009-01-08,5.403731129573041,8.052606007554537,0
2009-01-09,4.385282526211319,5.156768786231828,0
2009-01-12,6.485549654593773,6.078722007159507,0
2009-01-13,6.542295776935483,7.67649537676376,0
2009-01-14,6.509848214178326,12.887407253092622,0
2009-01-15,6.68495974212569,7.850925900009952,1
2009-01-16,7.178840479807803,8.258768735256233,1
2009-01-20,6.13465149896141,10.602884651276309,0
2009-01-21,9.13289431423223,8.511951454047043,1
2009-01-22,6.848888323482074,4.843835619241869,0
2009-01-23,6.542381012949897,7.668300728768997,0
2009-01-26,7.479412355699859,9.350909454842544,1
2009-01-27,6.3600344796727635,6.775842665267477,1
2009-01-28,8.430927051848407,5.4935298504777395,1
2009-01-29,7.07390697288192,8.414428323115295,0
2009-01-30,5.857401911784127,6.45494713485503,0
2009-02-02,6.946136173402621,9.237752868734294,0
2009-02-03,9.421459973284977,9.784168341718345,1
2009-02-04,7.9553360126663435,8.545983986847942,0
2009-02-05,8.370938084431078,7.354025547101826,1
2009-02-06,7.416732185230349,10.792528822008604,1
2009-02-09,7.309208763295528,11.393362164551133,0
2009-02-10,7.0368427195439605,7.568745239323798,0
2009-02-11,8.339729756323006,10.87083265228288,1
2009-02-12,5.9325263369671255,7.012219469127365,1
2009-02-13,5.829102078763457,8.431957702671712,0
2009-02-17,7.01998652953084,6.714707917426574,0
2009-02-18,4.632392668605903,6.021286138289813,1
2009-02-19,5.868416980095926,5.523067766723489,0
2009-02-20,5.21556570038149,7.877814694808118,0
2009-02-23,4.658150306806586,7.566195538980451,0
2009-02-24,7.948554419751169,12.290629246138991,1
2009-02-25,5.682521991497871,9.638971619539976,0
2009-02-26,9.637612508696582,8.210710352223025,0
