#Date,prev news pleasantness,prev news attention,prev news sensitivity,prev news aptitude,prev news polarity,stock change
2012-04-19,14.986,12.78,21.057,30.753,23.092,-1
2012-04-20,40.003,10.125,18.912,45.596,48.071,1
2012-04-23,19.066,28.398,21.207,28.428,21.75,-1
2012-04-24,40.163,34.469,13.429,48.649,42.003,1
2012-04-25,54.2,-11.193,26.859,77.745,73.11,1
2012-04-26,16.468,10.027,23.878,31.29,26.192,1
2012-04-27,53.432,0.892,21.193,56.006,47.31,0
2012-04-30,40.242,28.577,29.579,49.997,46.224,0
2012-05-01,13.433,-4.569,12.517,24.171,19.111,1
2012-05-02,13.943,11.581,33.359,41.026,27.504,0
2012-05-03,30.625,36.602,27.293,41.92,38.075,-1
2012-05-04,68.369,24.883,0.309,72.233,69.424,-2
2012-05-07,30.525,30.778,17.885,45.991,38.9,0
2012-05-08,27.654,30.335,18.908,27.035,32.24,-1
2012-05-09,26.138,28.157,39.338,49.993,39.316,-1
2012-05-10,39.342,15.64,30.19,52.299,48.562,0
2012-05-11,13.936,-1.159,29.382,46.094,30.382,0
2012-05-14,57,34.795,35.107,92.506,84.492,-1
2012-05-15,33.439,18.264,8.686,61.102,52.455,-1
2012-05-16,18.611,9.323,15.121,14.442,17.191,0
2012-05-17,27.373,14.299,20.759,35.16,30.186,-2
2012-05-18,26.769,18.452,23.055,44.938,37.214,-1
2012-05-21,11.689,6.421,20.853,8.046,12.142,1
2012-05-22,5.666,15.974,17.937,19.882,14.72,0
2012-05-23,67.569,23.163,18.529,60.854,68.59,0
2012-05-24,50.393,8.503,18.535,65.234,62.927,1
2012-05-25,22.089,16.601,34.82,40.238,32.54,-1
2012-05-29,56.354,5.829,26.425,52.227,51.786,1
2012-05-30,24.8,22.707,16.666,59.852,43.269,-2
2012-05-31,16.585,22.731,31.594,39.613,30.611,0
2012-06-01,42.584,15.503,11.013,39.963,44.67,-2
2012-06-04,49.245,24.457,14.188,65.909,64.703,0
2012-06-05,37.246,15.223,16.328,52.633,49.087,0
2012-06-06,18.39,4.308,28.764,43.787,31.994,2
2012-06-07,41.69,28.172,24.997,58.621,53.459,1
2012-06-08,24.412,23.941,15.475,21.765,20.107,1
2012-06-11,27.597,31.423,24.783,21.495,25.074,-2
2012-06-12,43.613,6.887,29.174,54.752,49.86,2
2012-06-13,21.134,17.987,9.313,52.92,36.955,-1
2012-06-14,45.077,18.595,29.466,55.159,50.318,2
2012-06-15,32.074,15.438,5.189,50.779,42.782,1
2012-06-18,43.665,15.038,2.104,80.491,68.732,0
2012-06-19,48.132,6.516,36.407,59.354,52.628,1
2012-06-20,12.217,16.239,25.237,3.483,10.625,0
2012-06-21,31.596,12.742,47.37,46.787,43.089,-2
2012-06-22,53.833,30.165,14.905,67.967,63.521,1
2012-06-25,31.9,23.524,22.873,39.686,41.235,-1
2012-06-26,33.773,11.662,15.31,40.805,45.896,0
2012-06-27,23.168,2.282,13.093,50.301,35.336,1
2012-06-28,41.53,15.666,31.526,76.429,65.994,0
2012-06-29,57.167,23.765,14.421,53.853,62.26,2
2012-07-02,5.672,37.869,16.989,25.256,24.315,0
2012-07-03,34.371,30.413,31.049,39.713,41.206,1
2012-07-05,19.216,34.479,22.378,30.752,23.742,-1
2012-07-06,56.948,40.508,50.808,39.854,52.386,-1
2012-07-09,48.434,38.462,25.943,57.772,53.047,-1
2012-07-10,33.423,30.675,31.313,61.205,53.263,-1
2012-07-11,29.729,18.75,27.9,39.719,38.518,-1
2012-07-12,31.899,12.509,26.681,37.989,34.489,0
2012-07-13,25.981,34.848,-8.486,50.033,38.611,2
2012-07-16,-2.718,9.556,21.786,18.021,9.74,-1
2012-07-17,29.203,14.673,19.467,45.712,42.041,1
2012-07-18,8.704,16.733,45.649,23.926,16.712,1
2012-07-19,41.355,21.161,11.47,64.826,52.352,0
2012-07-20,33.574,23.134,34.514,39.805,38.646,-1
2012-07-23,28.312,8.973,17.364,36.489,40.255,-1
2012-07-24,4.207,30.475,36.476,20.672,17.574,-1
2012-07-25,59.751,12.683,24.805,58.071,59.37,1
2012-07-26,44.696,21.054,30.464,25.186,40.282,2
2012-07-27,3.993,24.333,11.626,18.115,12.085,2
2012-07-30,42.256,16.9,33.491,63.427,58.377,0
2012-07-31,45.489,18.663,35.639,72.103,62.366,-1
2012-08-01,35.693,36.768,0.473,47.517,51.997,0
2012-08-02,26.324,29.112,22.515,47.831,39.06,-1
2012-08-03,5.689,13.774,13.866,61.196,34.06,2
2012-08-06,5.55,3.294,14.117,18.139,13.869,0
2012-08-07,21.304,16.145,44.554,35.167,29.037,1
2012-08-08,25.183,22.629,10.682,45.753,37.053,0
2012-08-09,-6.056,16.313,27.542,7.98,4.283,0
2012-08-10,43.785,-21.36,27.658,49.602,42.301,1
2012-08-13,35.276,0.159,27.14,51.638,43.694,-1
2012-08-14,21.183,14.486,15.578,38.352,32.471,0
2012-08-15,13.753,14.713,20.393,20.91,16.546,0
2012-08-16,-8.082,31.596,39.402,5.807,0.279,1
2012-08-17,-3.176,-9.729,12.55,0.187,0.459,0
2012-08-20,37.612,18.438,35.57,53.496,47.587,0
2012-08-21,25.392,13.52,24.396,34.832,30.743,-1
2012-08-22,30.031,22.654,18.355,54.212,44.975,0
2012-08-23,52.005,37.353,14.304,66.107,60.952,-1
2012-08-24,15.585,25.273,31.55,42.837,32.943,1
2012-08-27,1.433,16.819,13.634,30.443,17.107,0
2012-08-28,-3.615,18.555,30.731,2.896,3.624,0
2012-08-29,29.956,-4.006,8.699,60.908,46.234,0
2012-08-30,52.432,21.679,13.607,65.324,61.607,-1
2012-08-31,3.182,-6.867,12.659,10.042,8.075,1
2012-09-04,41.774,11.385,11.071,58.078,48.7,-1
2012-09-05,12.554,22.72,38.13,30.506,23.996,0
2012-09-06,-3.915,32.085,20.613,17.423,15.214,2
2012-09-07,7.493,5.479,31.457,23.801,19.959,0
2012-09-10,61.396,25.984,42.538,63.963,74.448,-1
2012-09-11,18.65,24.959,30.967,53.684,46.607,1
2012-09-12,1.164,46.55,6.701,54.302,36.939,0
2012-09-13,30.994,31.233,23.481,44.001,39.835,2
2012-09-14,21.815,17.698,19.896,16.363,14.379,1
2012-09-17,-4.757,20.765,12.975,-0.381,-5.375,-1
2012-09-18,15.359,11.515,9.911,28.565,25.03,0
2012-09-19,9.98,12.271,26.602,32.422,30.193,0
2012-09-20,35.409,28.543,19.065,43.218,40.075,0
2012-09-21,60.315,32.848,13.261,48.729,55.439,0
2012-09-24,53.834,10.197,45.084,56.338,53.276,0
2012-09-25,13.418,30.018,31.906,20.148,15.002,-1
2012-09-26,36.067,17.257,30.009,53.056,49.692,-1
2012-09-27,37.146,29.18,30.511,59.731,52.741,1
2012-09-28,54.402,22.199,33.954,38.943,51.082,-1
2012-10-01,-9.268,20.855,20.93,13.649,-3.136,1
2012-10-02,24.841,36.153,25.197,29.151,24.781,0
2012-10-03,49.836,13.496,35.018,74.636,65.632,0
2012-10-04,23.718,-1.421,-0.537,18.036,21.282,1
2012-10-05,21.144,13.626,8.049,43.163,31.898,1
2012-10-08,42.68,19.578,33.633,48.263,47.32,0
2012-10-09,35.524,18.516,5.526,42.552,41.282,-1
2012-10-10,44.009,24.066,29.594,59.527,53.419,-1
2012-10-11,13.438,3.514,22.333,30.977,24.295,0
2012-10-12,23.065,-0.209,13.311,37.318,31.446,0
2012-10-15,16.337,16.166,29.265,27.99,21.792,1
2012-10-16,46.737,18.697,37.535,61.405,54.787,1
2012-10-17,61.207,10.737,10.801,71.82,69.186,0
2012-10-18,38.38,-4.878,19.183,54.218,48.841,0
2012-10-19,32.165,19.342,33.054,55.225,47.841,-2
2012-10-22,62.918,27.063,26.298,48.367,57.74,0
2012-10-23,43.369,14.95,24.173,65.703,55.127,-2
2012-10-24,-2.726,12.16,5.081,19.605,13.188,0
2012-10-25,26.66,9.373,36.041,39.837,33.723,0
2012-10-26,33.704,25.338,29.464,45.435,39.757,0
2012-10-31,42.569,27.671,14.811,59.032,50.73,0
2012-11-01,16.3,16.51,28.767,19.943,18.723,1
2012-11-02,30.474,23.45,20.557,50.389,38.769,-1
2012-11-05,36.778,5.208,24.813,66.883,56.175,0
2012-11-06,22.134,5.405,35.441,14.106,22.818,1
2012-11-07,40.009,34.834,24.73,68.714,60.88,-2
2012-11-08,34.368,13.83,6.28,77.408,55.928,-1
2012-11-09,43.723,8.021,16.818,52.094,52.089,0
2012-11-12,32.581,11.566,15.203,61.08,48.857,0
2012-11-13,6.179,14.682,15.463,29.819,17.36,-1
2012-11-14,44.49,9.058,11.999,45.943,45.754,-2
2012-11-15,34.197,20.79,14.652,51.606,48.831,0
2012-11-16,18.465,28.603,-17.416,42.376,29.959,1
2012-11-19,20,7.707,10.918,22.504,22.746,2
2012-11-20,16.356,13.74,17.74,16.863,15.575,0
2012-11-21,35.338,27.007,3.529,49.306,48.087,1
2012-11-23,33.888,-3.479,36.832,35.261,38.91,2
2012-11-26,30.29,2.628,28.689,33.797,35.971,-1
2012-11-27,59.99,28.401,28.5,88.794,77.887,-1
2012-11-28,44.311,27.577,28.265,44.677,44.793,1
2012-11-29,49.695,9.978,18.321,47.647,49.844,1
2012-11-30,55.333,32.207,20.236,59.584,53.439,0
2012-12-03,23.441,17.571,18.7,42.589,33.68,-1
2012-12-04,37.9,15.028,8.511,59.978,48.487,0
2012-12-05,41.53,-3.896,18.123,43.103,43.63,1
2012-12-06,33.627,36.936,29.195,27.553,32.359,1
2012-12-07,2.282,13.615,30.113,6.056,5.476,1
2012-12-10,42.574,25.885,38,46.427,40.848,0
2012-12-11,20.939,6.039,23.239,41.964,30.841,1
2012-12-12,2.624,15.171,25.584,17.339,12.656,0
2012-12-13,26.643,18.086,18.021,27.912,29.188,-1
2012-12-14,44.849,-9.468,26.975,50.927,47.7,-1
2012-12-17,39.03,29.536,22.097,80.74,63.26,1
2012-12-18,-0.014,30.705,8.311,6.407,4.349,1
2012-12-19,13.058,15.85,12.26,30.581,22.352,-1
2012-12-20,33.613,11.769,28.788,39.548,39.175,1
2012-12-21,2.286,16.207,9.521,44.33,22.934,-1
2012-12-24,30.57,6.653,25.914,38.767,28.893,-1
2012-12-26,43.406,22.813,-9.484,66.185,54.087,0
2012-12-27,30.196,23.734,31.586,47.296,37.292,0
2012-12-28,24.024,13.701,27.752,32.449,31.656,-2
2012-12-31,39.047,36.443,19.338,48.186,45.259,2
2013-01-02,14.997,-14.457,18.265,14.705,17.752,2
2013-01-03,-9.8,26.719,33.361,2.569,1.952,0
2013-01-04,29.648,-1.438,14.402,29.405,29.764,1
2013-01-07,13.801,9.498,8.257,32.637,28.455,-1
2013-01-08,25.138,27.009,15.211,22.389,26.099,-1
2013-01-09,13.174,-10.647,20.426,27.866,20.267,1
2013-01-10,18.282,-11.495,11.159,24.513,26.507,1
2013-01-11,7.213,19.481,19.866,16.267,14.004,0
2013-01-14,26.895,18.252,23.646,55.493,49.322,0
2013-01-15,17.766,11.808,24.432,32.414,28.883,0
2013-01-16,41.601,11.141,27.882,52.015,47.762,0
2013-01-17,22.168,17.405,17.124,25.135,17.834,1
2013-01-18,7.254,7,5.281,6.336,3.639,1
2013-01-22,12.55,38.347,14.651,16.348,19.04,1
2013-01-23,49.152,30.77,16.064,40.768,48.574,1
2013-01-24,33.429,6.275,18.514,41.208,40.678,1
2013-01-25,25.001,1.026,32.674,31.598,32.648,1
2013-01-28,32.965,9.556,-10.615,37.765,35.928,0
2013-01-29,17.752,13.551,3.531,41.313,32.766,1
2013-01-30,27.431,18.993,20.566,51.741,39.58,-1
2013-01-31,8.556,30.161,32.505,29.445,23.821,-1
2013-02-01,32.823,4.046,22.841,36.061,34.296,2
2013-02-04,0.835,9.107,33.921,25.986,17.685,-1
2013-02-05,30.197,5.177,17.884,38.012,33.449,1
2013-02-06,25.601,2.75,28.616,22.278,25.546,0
2013-02-07,28.851,15.499,18.352,23.822,28.907,-1
2013-02-08,15.566,4.346,46.829,23.578,18.69,1
2013-02-11,27.605,25.674,23.411,34.548,29.212,0
2013-02-12,41.933,42.609,34.16,72.414,59.554,1
2013-02-13,41.02,-1.354,14.104,63.254,56.408,-1
2013-02-14,16.218,30.072,26.532,30.816,25.167,0
2013-02-15,19.527,2.41,37.391,22.481,23.651,0
2013-02-19,48.248,17.973,7.943,59.746,52.425,1
2013-02-20,45.656,13.331,3.695,48.133,48.287,-1
2013-02-21,21.971,24.029,12.012,42.456,34.236,-1
2013-02-22,19.929,30.583,18.26,35.349,28.243,1
2013-02-25,26.53,12.849,22.682,37.168,33.34,-2
2013-02-26,39.475,35.814,19.181,57.313,54.422,1
2013-02-27,36.565,19.086,35.939,47.067,48.72,2
2013-02-28,-6.013,8.334,36.293,30.084,15.348,0
2013-03-01,17.831,34.713,29.836,20.219,16.629,0
2013-03-04,58.14,5.225,11.169,75.489,71.455,1
2013-03-05,14.849,8.981,4.79,30.009,25.659,1
2013-03-06,33.633,-4.117,30.378,31.182,33.165,1
2013-03-07,43.492,3.564,19.348,49.149,47.191,0
2013-03-08,51.199,7.237,32.676,53.623,53.362,1
2013-03-11,48,13.354,22.948,76.154,65.889,1
2013-03-12,30.737,15.916,22.69,17.411,30.276,0
2013-03-13,8.136,30.338,29.625,40.3,32.084,0
2013-03-14,3.157,16.855,32.792,7.533,4.275,1
2013-03-15,53.365,27.747,21.327,81.731,74.286,0
2013-03-18,18.249,26.138,33.728,39.66,27.133,-1
2013-03-19,7.382,15.562,21.285,9.677,5.476,0
2013-03-20,29.752,-3.31,15.197,46.076,38.736,1
2013-03-21,26.18,23.918,11.263,42.995,35.652,-1
2013-03-22,48.361,23.349,11.958,63.483,58.931,1
2013-03-25,10.265,4.929,18.614,18.92,16.65,-1
2013-03-26,37.105,18.934,34.945,43.994,41.152,1
2013-03-27,21.405,28.262,37.075,32.325,33.068,0
2013-03-28,25.853,2.544,27.05,32.296,32.606,1
2013-04-01,3.782,26.92,34.653,42.575,28.491,0
2013-04-02,18.192,23.107,34.37,44.612,34.786,1
2013-04-03,14.65,30.234,34.013,28.466,25.194,-1
2013-04-04,41.795,29.812,18.544,48.876,55.717,1
2013-04-05,8.351,2.226,35.646,24.426,19.543,-1
2013-04-08,27.482,16.532,19.481,43.452,38.831,1
2013-04-09,21.646,15.028,34.662,19.442,25.769,1
2013-04-10,-2.804,26.864,30.856,22.727,13.111,1
2013-04-11,22.735,5.845,16.702,16.019,19.054,1
2013-04-12,37.067,15.226,24.302,40.081,40.72,0
2013-04-15,28.088,11.882,33.716,62.652,46.616,-2
2013-04-16,20.329,47.795,33.509,36.106,33.136,2
2013-04-17,5.675,10.956,4.409,36.499,20.406,-1
2013-04-18,-0.852,26.279,16.872,10.268,5.759,-1
2013-04-19,43.527,35.55,30.87,50.282,51.118,0
2013-04-22,24.837,5.179,5.537,44.078,35.456,0
2013-04-23,10.969,-19.591,-3.194,17.79,13.287,2
2013-04-24,15.499,19.682,24.029,17.398,18.28,-1
2013-04-25,58.012,11.959,38.607,43.328,47.696,0
2013-04-26,44.095,3.711,15.664,65.843,61.176,0
2013-04-29,50.405,1.993,8.601,56.737,51.87,1
2013-04-30,12.184,14.004,18.445,21.457,13.368,0
2013-05-01,17.106,11.525,11.783,21.134,19.988,-1
2013-05-02,12.921,16.089,25.459,26.963,18.978,1
2013-05-03,28.698,22.113,25.815,41.231,32.489,2
2013-05-06,25.11,6.486,18.444,49.183,41.17,0
2013-05-07,34.475,3.763,17.538,51.181,44.006,1
2013-05-08,19.178,1.458,23.958,52.374,39.394,1
2013-05-09,28.325,21.421,30.426,38.437,40.894,0
2013-05-10,38.885,-8.931,28.703,46.429,40.753,1
2013-05-13,22.149,17.38,29.302,45.058,36.191,0
2013-05-14,26.1,25.546,30.484,20.797,21.673,1
2013-05-15,24.226,38.969,6.68,50.957,43.876,1
2013-05-16,30.467,4.452,35.209,29.78,27.04,-1
2013-05-17,28.143,17.111,39.088,33.223,31.764,1
2013-05-20,39.132,27.757,27.587,50.608,50.209,0
2013-05-21,16.964,-1.716,29.17,33.813,27.655,1
2013-05-22,6.895,17.5,32.878,27.848,15.726,-1
2013-05-23,22.15,0.392,12.542,40.052,35.593,0
2013-05-24,36.971,-13.45,18.451,58.096,47.35,0
2013-05-28,14.845,17.97,9.089,48.745,30.878,1
2013-05-29,-1.544,38.066,19.988,43.135,19.434,-1
2013-05-30,34.325,16.444,9.506,28.972,31.942,0
2013-05-31,-11.206,11.362,22.201,15.02,1.375,-2
2013-06-03,14.388,-5.48,24.753,28.765,25.548,1
2013-06-04,38.421,11.788,24.769,43.935,36.39,-1
2013-06-05,33.929,-7.943,14.196,47.161,31.703,-2
2013-06-06,35.337,8.546,-1.597,50.45,42.821,1
2013-06-07,21.232,6.631,29.01,35.164,28.692,2
2013-06-10,21.609,29.223,14.941,35.128,25.967,0
2013-06-11,43.734,5.898,18.422,48.64,48.359,-1
2013-06-12,52.078,38.139,18.429,81.421,73.268,-1
2013-06-13,16.194,16.456,28.679,31.004,23.08,2
2013-06-14,39.694,25.833,30.488,54.482,48.107,-1
2013-06-17,-2.835,-5.68,14.966,23.519,10.932,1
2013-06-18,34.419,5.828,20.984,66.233,48.892,1
2013-06-19,41.502,19.501,16.638,64.529,51.428,-2
2013-06-20,39.078,21.835,31.392,79.714,62.676,-2
2013-06-21,23.56,40.032,14.203,40.701,33.442,1
2013-06-24,56.334,32.481,22.196,65.243,63.102,-1
2013-06-25,24.415,15.853,12.243,25.163,25.095,1
2013-06-26,56.89,36.82,36.883,70.869,72.949,1
2013-06-27,60.651,-5.257,41.785,93.109,81.744,1
2013-06-28,31.74,16.689,28.935,57.78,50.447,-1
2013-07-01,50.611,8.479,10.345,37.744,46.955,1
2013-07-02,49.96,33.584,25.091,52.305,51.595,-1
2013-07-03,25.783,14.457,27.861,52.231,41.895,1
2013-07-05,45.036,58.62,17.201,67.871,63.977,1
2013-07-08,18.295,21.397,23.979,20.643,21.19,1
2013-07-09,42.661,16.007,23.409,66.144,61.321,1
2013-07-10,45.424,8.566,33.019,50.389,47.84,0
2013-07-11,11.25,22.832,15.135,25.484,19.464,2
2013-07-12,7.179,5.748,22.281,33.505,22.831,0
2013-07-15,45.334,38.1,44.344,49.91,56.064,0
2013-07-16,19.715,40.05,22.559,25.167,27.353,0
2013-07-17,40.961,15.937,23.437,31.788,40.716,0
2013-07-18,7.502,8.211,26.961,13.346,11.387,1
2013-07-19,25.681,12.804,30.783,36.649,28.647,0
2013-07-22,24.78,-0.852,23.32,33.63,30.088,0
2013-07-23,6.513,11.631,28.321,38.009,23.468,0
2013-07-24,24.958,41.74,18.629,41.978,36.177,0
2013-07-25,12.906,19.468,39.278,13.761,14.492,0
2013-07-26,23.763,34.494,27.171,38.502,35.875,0
2013-07-29,16.945,27.185,36.818,21.405,20.397,0
2013-07-30,36.787,41.225,31.291,43.782,37.768,0
2013-07-31,28.743,24.402,20.497,43.558,43.357,0
2013-08-01,61.395,0.15,4.227,82.828,70.412,1
2013-08-02,62.727,37.515,17.443,77.121,72.588,0
2013-08-05,39.775,24.374,39.203,66.901,58.99,-1
2013-08-06,23.807,18.038,19.111,32.977,34.044,-1
2013-08-07,46.683,11.548,29.376,81.413,65.356,-1
2013-08-08,40.352,14.63,14.671,53.767,48.331,0
2013-08-09,38.19,16.975,28.44,60.856,58.02,-1
2013-08-12,45.047,26.464,26.52,82.002,66.684,0
2013-08-13,21.195,8.94,39.37,39.342,32.499,0
2013-08-14,14.187,28.591,23.927,36.024,34.713,-1
2013-08-15,37.092,16.072,13.373,44.375,41.389,-2
2013-08-16,21.24,31.357,26.473,38.356,33.093,0
2013-08-19,35.617,47.215,23.712,48.489,44.708,-1
2013-08-20,9.28,54.971,23.205,39.84,29.048,0
2013-08-21,43.808,27.732,38.072,73.116,56.8,-1
2013-08-22,34.073,17.718,19.244,30.237,34.564,1
2013-08-23,10.585,21.939,32.413,23.666,16.853,0
2013-08-26,51.784,21.49,33,55.85,50.987,-1
2013-08-27,29.552,29.499,58.107,44.442,39.192,-2
2013-08-28,-2.581,9.278,28.634,15.281,9.168,1
2013-08-29,12.094,9.833,32.547,51.774,37.308,0
2013-08-30,26.39,22.426,44.745,59.134,46.075,0
2013-09-03,22.603,27.007,51.147,55.983,45.886,0
2013-09-04,33.968,13.252,25.652,64.565,57.26,1
2013-09-05,30.68,-5.428,20.694,49.002,43.596,0
2013-09-06,30.105,31.48,34.92,49.076,40.635,0
2013-09-09,35.933,23.714,38.702,70.692,57.855,1
2013-09-10,29.404,1.499,12.847,64.124,52.883,1
2013-09-11,9.815,19.908,11.658,27.503,20.847,1
2013-09-12,57.461,16.944,36.529,83.473,71.99,0
2013-09-13,27.284,7.495,10.689,54.59,41.91,1
2013-09-16,30.935,17.766,28.533,54.291,46.341,1
2013-09-17,45.646,19.626,28.619,61.862,58.383,0
2013-09-18,35.586,14.952,34.598,45.719,44.909,2
2013-09-19,74.797,21.936,14.264,88.14,88.879,-1
2013-09-20,26.368,22.617,31.272,81.699,59.454,-2
2013-09-23,10.827,29.005,30.032,23.81,18.278,-1
2013-09-24,19.579,21.077,0.48,25.958,24.954,-1
2013-09-25,20.064,17.525,24.257,37.954,35.47,-1
2013-09-26,49.529,30.544,23.768,83.024,74.721,1
2013-09-27,27.144,6.914,40.342,43.586,38.184,-1
2013-09-30,36.248,-10.396,36.542,47.279,38.593,-1
2013-10-01,25.176,21.375,18.047,33.007,30.635,1
2013-10-02,23.413,-4.518,16.751,47.555,38.347,-1
2013-10-03,37.845,32.478,7.977,36.101,38.537,-1
2013-10-04,16.539,10.191,20.256,27.58,24.973,1
2013-10-07,28.767,13.115,13.969,50.078,43.738,-1
2013-10-08,46.321,37.346,39.386,40.057,44.21,-2
2013-10-09,31.112,0.044,13.936,65.45,55.601,0
2013-10-10,40.701,0.212,23.92,58.521,50.403,2
2013-10-11,44.734,26.45,17.002,53.817,54.69,1
2013-10-14,30.646,29.292,24.847,51.496,35.911,1
2013-10-15,49.406,3.453,22.827,52.555,55.676,-1
2013-10-16,16.852,22.148,23.244,36.467,34.687,2
2013-10-17,29.572,18.773,32.124,45.109,43.688,0
2013-10-18,16.074,14.196,11.069,35.352,28.237,0
2013-10-21,75.775,29.599,39.656,104.957,95.084,0
2013-10-22,16.542,6.918,27.942,21.65,22.521,1
2013-10-23,18.094,33.062,14.471,30.149,24.144,-1
2013-10-24,17.684,28.311,33.777,40.818,38.08,1
2013-10-25,29.585,41.171,35.045,47.043,38.667,1
2013-10-28,28.169,19.874,34.131,46.767,34.904,0
2013-10-29,30.24,20.694,9.259,37.501,36.563,1
2013-10-30,23.463,2.168,32.909,28.834,30.937,-1
2013-10-31,29.226,5.752,33.954,47.899,45.707,-1
2013-11-01,48.851,26.976,50.023,51.338,57.865,1
2013-11-04,26.048,18.155,27.838,43.893,40.276,0
2013-11-05,23.391,14.125,15.167,33.769,32.959,0
2013-11-06,20.592,7.328,22.858,27.947,27.502,1
2013-11-07,23.442,20.611,38.883,21.792,23.734,-2
2013-11-08,27.595,6.026,21.874,47.135,38.602,2
2013-11-11,34.906,4.106,37.459,28.342,36.159,0
2013-11-12,17.021,26.808,35.359,35.093,30.322,0
2013-11-13,35.72,21.337,34.584,60.944,45.219,1
2013-11-14,1.689,17.915,33.625,19.518,15.75,1
2013-11-15,5.043,26.776,8.521,12.892,12.345,1
2013-11-18,42.024,30.14,24.571,51.908,50.454,0
2013-11-19,31.894,11.832,46.324,46.901,46.297,0
2013-11-20,36.228,19.257,10.459,57.585,47.231,-1
2013-11-21,34.167,25.763,19.194,74.882,62.606,1
2013-11-22,12.73,30.453,8.321,39.732,24.756,1
2013-11-25,54.22,5.225,17.515,76.472,66.478,0
2013-11-26,38.154,26.534,10.633,51.3,51.351,0
2013-11-27,33.98,34.009,34.33,65.427,52.433,0
2013-11-29,11.102,23.232,33.803,27.525,14.519,0
2013-12-02,49.804,32.968,27.969,74.003,66.076,-1
2013-12-03,59.903,4.271,32.207,97.508,83.964,-1
2013-12-04,41.911,30.559,2.768,52.862,50.617,0
2013-12-05,29.493,6.269,31.696,39.933,38.98,-1
2013-12-06,34.344,29.849,28.664,39.816,39.947,2
2013-12-09,32.52,12.879,17.646,53.951,48.98,0
2013-12-10,30.08,20.376,36.919,39.635,41.506,-1
2013-12-11,60.294,24.788,15.587,86.116,70.52,-1
2013-12-12,13.569,33.547,29.629,24.222,24.345,-1
2013-12-13,55.978,36.716,43.828,61.361,59.714,0
2013-12-16,28.74,34.964,36.404,59.764,49.146,1
2013-12-17,10.098,22.152,32.345,27.798,18.503,0
2013-12-18,70.892,15.097,52.575,60.692,70.887,2
2013-12-19,31.184,38.191,21.373,41.928,41.453,0
2013-12-20,42.097,25.667,15.363,73.845,58.855,1
2013-12-23,31.071,7.263,21.512,35.26,35.88,1
2013-12-24,23.678,17.977,14.994,59.362,43.218,1
2013-12-26,63.313,4.284,37.512,73.886,76.685,1
2013-12-27,4.523,18.909,8.816,15.564,8.839,0
2013-12-30,25.231,20.384,9.052,57.367,45.241,0
2013-12-31,20.072,14.92,26.32,15.759,18.16,1
2014-01-02,0.143,30.106,19.666,26.437,16.104,-1
2014-01-03,39.301,0.065,26.236,57.573,53.417,0
2014-01-06,25.751,-2.155,52.052,30.067,31.269,-1
2014-01-07,37.832,14.671,12.278,61.929,51.864,1
2014-01-08,2.434,1.355,25.738,30.852,22.233,-1
2014-01-09,41.673,30.46,22.74,73.034,62.761,0
2014-01-10,34.728,-3.304,-0.028,48.942,43.132,0
2014-01-13,27.578,4.605,15.673,42.89,41.696,-2
2014-01-14,33.723,30.331,15.335,76.094,50.932,1
2014-01-15,29.944,14.291,34.03,50.819,45.167,1
2014-01-16,23.213,15.218,30.478,44.569,38.297,-1
2014-01-17,32.578,14.756,27.238,46.938,46.82,1
2014-01-21,50.168,22.299,16.816,55.565,57.557,-1
2014-01-22,45.148,18.574,17.104,63.015,55.336,-1
2014-01-23,29.811,3.96,38.138,35.473,35.707,-2
2014-01-24,4.764,-2.702,12.161,5.705,6.109,-2
2014-01-27,24.188,28.135,37.218,58.097,46.917,-1
2014-01-28,36.638,23.942,11.307,45.523,38.037,1
2014-01-29,52.246,40.861,42.478,74.494,68.345,-2
2014-01-30,36.693,40.55,27.711,67.63,58.205,1
2014-01-31,7.518,24.797,41.74,25.502,17.508,-2
2014-02-03,49.948,32.681,0.934,54.628,53.585,-2
2014-02-04,12.55,9.424,23.325,33.157,23.394,1
2014-02-05,36.453,40.515,30.047,45.604,44.629,0
2014-02-06,38.11,13.939,15.919,68.978,57.392,2
2014-02-07,38.703,19.504,16.971,82.513,58.778,2
2014-02-10,47.568,29.408,10.448,56.762,59.661,0
2014-02-11,31.582,22.414,31.601,55.612,47.981,2
2014-02-12,41.964,12.667,22.09,48.824,44.004,0
2014-02-13,60.555,28.479,20.433,62.854,65.834,1
2014-02-14,26.761,12.053,23.119,35.02,33.237,1
2014-02-18,50.046,39.415,28.616,54.183,56.026,0
2014-02-19,39.898,9.758,17.628,44.285,41.245,-1
2014-02-20,28.74,13.725,21.084,20.859,25.869,1
2014-02-21,30.429,6.148,31.893,45.533,43.611,0
2014-02-24,21.889,34.175,18.783,24.261,28.186,1
2014-02-25,52.466,26.781,7.295,63.965,58.781,0
2014-02-26,8.209,8.956,21.631,35.231,22.768,0
2014-02-27,32.291,15.334,37.435,42.269,40.797,1
2014-02-28,25.088,8.819,39.78,33.963,31.973,1
2014-03-03,-18.219,20.829,25.677,15.292,5.192,-2
2014-03-04,2.989,6.619,27.94,34.727,24.807,2
2014-03-05,37.639,23.231,22.977,70.001,57.504,-1
2014-03-06,28.477,8.178,18.985,45.106,41.615,1
2014-03-07,-2.113,8.977,12.421,35.391,18.887,0
2014-03-10,32.553,16.163,18.954,43.675,38.915,0
