#Date,prev news pleasantness,prev news attention,prev news sensitivity,prev news aptitude,prev news polarity,stock change
2010-06-04,1.445,30.201,15.706,20.803,11.551,-2
2010-06-07,17.037,14.671,11.705,27.699,20.326,-1
2010-06-08,12.761,4.91,14.516,31.207,20.261,1
2010-06-09,38.291,9.894,13.111,41.609,37.721,-1
2010-06-10,60.937,-7.186,16.457,75.974,72.261,2
2010-06-11,49.641,17.422,24.696,60.966,61.119,1
2010-06-14,17.376,2.767,26.222,39.036,27.679,0
2010-06-15,25.694,19.017,24.588,61.034,45.996,2
2010-06-16,51.181,27.671,20.99,59.478,53.014,0
2010-06-17,30.862,22.905,13.303,47.842,43.05,0
2010-06-18,14.424,17.996,23.745,28.661,23.173,0
2010-06-21,17.872,27.875,21.639,38.517,31.287,0
2010-06-22,16.412,18.02,30.372,33.506,29.358,-2
2010-06-23,34.376,11.442,13.992,58.513,42.515,0
2010-06-24,25.369,15.397,23.875,39.377,36.569,-2
2010-06-25,36.49,18.845,7.808,47.852,46.666,0
2010-06-28,24.596,34.207,35.923,58.914,40.444,0
2010-06-29,16.809,17.541,28.346,7.846,16.852,-2
2010-06-30,11.075,12.743,24.785,30.965,26.1,-1
2010-07-01,35.652,35.123,12.947,59.197,49.603,-1
2010-07-02,29.467,24.927,23.619,52.417,43.87,-1
2010-07-06,12.238,15.538,-0.057,53.268,36.375,1
2010-07-07,33.347,7.978,42.244,51.879,46.079,2
2010-07-08,5.934,21.4,37.121,29.617,18.135,1
2010-07-09,2.958,29.725,17.29,15.482,9.661,1
2010-07-12,14.58,-6.926,32.203,35.597,27.033,0
2010-07-13,22.687,17.938,19.238,31.5,30.873,2
2010-07-14,21.185,-12.45,19.319,34.462,27.433,0
2010-07-15,-6.261,9.083,27.335,22.731,13.264,0
2010-07-16,20.21,35.469,15.771,54.882,45.82,-2
2010-07-19,29.217,15.141,16.872,63.028,48.801,1
2010-07-20,55.861,21.633,15.689,66.499,66.51,1
2010-07-21,17.689,34.171,38.408,48.966,40.701,-1
2010-07-22,16.79,16.731,9.965,22.305,20.593,2
2010-07-23,45.754,20.315,26.725,69.592,54.55,1
2010-07-26,12.418,36.074,13.636,30.938,26.375,1
2010-07-27,-31.369,43.916,60.413,-0.65,-4.447,0
2010-07-28,-7.367,13.303,18.095,6.539,3.572,-1
2010-07-29,-10.29,13.754,27.796,-0.088,0.1,0
2010-07-30,17.06,27.569,24.917,54.669,39.787,0
2010-08-02,39.446,10.809,24.329,51.443,48.169,2
2010-08-03,16.063,-9.541,23.848,36.807,29.945,-1
2010-08-04,-0.546,20.574,34.985,38.065,21.478,1
2010-08-05,10.201,7.531,17.64,12.112,12.631,0
2010-08-06,24.609,13.467,12.122,53.307,42.266,0
2010-08-09,13.492,10.03,21.127,23.479,17.855,1
2010-08-10,-4.951,12.082,18.142,14.403,11.195,-1
2010-08-11,40.53,5.911,11.167,63.536,63.048,-2
2010-08-12,16.616,41.814,20.251,36.52,31.738,-1
2010-08-13,9.42,13.975,25.582,12.737,13.374,0
2010-08-16,6.129,21.278,11.118,33.548,22.813,0
2010-08-17,29.335,24.388,20.682,50.441,41.995,1
2010-08-18,17.779,14.606,20.62,45.23,30.204,0
2010-08-19,13.002,35.67,9.317,35.148,29.608,-1
2010-08-20,17.759,36.344,14.031,29.888,22.796,-1
2010-08-23,24.351,21.607,12.525,68.286,52.78,-1
2010-08-24,14.676,24.653,32.074,28.954,21.863,-1
2010-08-25,17.351,4.56,14.834,28.396,21.356,0
2010-08-26,20.718,18.008,10.42,27.701,22.58,-1
2010-08-27,14.998,14.785,5.013,18.411,16.772,2
2010-08-30,18.89,14.31,13.161,38.75,28.705,-1
2010-08-31,-6.345,-4.137,38.289,17.534,7.852,0
2010-09-01,35.319,1.957,13.73,28.87,28.163,2
2010-09-02,13.039,11.293,22.725,8.857,11.454,1
2010-09-03,23.836,2.994,21.947,46.654,41.289,1
2010-09-07,23.022,4.765,17.612,55.44,43.787,-1
2010-09-08,14.259,6.716,16.453,47.938,30.341,1
2010-09-09,20.816,15.651,45.464,36.177,36.063,0
2010-09-10,26.72,10.939,7.642,27.32,24.053,1
2010-09-13,38.939,15.224,28.335,63.134,51.18,1
2010-09-14,12.666,34.558,32.795,37.935,33.994,0
2010-09-15,37.69,-3.437,10.903,35.048,41.018,1
2010-09-16,18.378,6.261,19.645,35.307,27.085,0
2010-09-17,18.108,13.653,27.196,48.391,34.155,0
2010-09-20,7.124,11.554,13.998,31.509,24.817,2
2010-09-21,46.254,43.992,25.69,83.866,69.049,0
2010-09-22,50.737,22.139,12.078,30.734,41.26,0
2010-09-23,33.457,15.596,8.224,35.436,37.51,-1
2010-09-24,23.676,9.646,24.104,40.913,34.964,2
2010-09-27,0.029,10.577,22.49,25.396,11.849,-1
2010-09-28,19.5,20.042,20.648,39.249,29.042,1
2010-09-29,0.791,14.447,-1.201,17.331,12.293,0
2010-09-30,12.678,5.589,30.871,25.32,14.889,-1
2010-10-01,10.341,7.332,11.391,46.72,29.939,1
2010-10-04,29.97,16.017,37.9,40.021,35.103,-1
2010-10-05,25.732,26.971,32.739,25.214,27.126,2
2010-10-06,27.83,9.094,5.933,28.504,31.266,0
2010-10-07,55.631,19.048,11.198,89.611,80.641,0
2010-10-08,45.936,14.156,30.001,72.947,58.899,1
2010-10-11,42.62,18.309,25.604,55.196,49.128,0
2010-10-12,62.114,4.429,45.453,95.884,81.333,0
2010-10-13,31.861,14.516,29.922,39.187,34.031,1
2010-10-14,15.889,21.807,24.551,23.328,21.929,0
2010-10-15,34.123,2.435,22.909,39.862,36.055,0
2010-10-18,53.722,27.076,2.534,75.766,64.715,1
2010-10-19,22.153,25.763,38.853,19.084,24.515,-2
2010-10-20,59.855,13.861,28.984,69.845,71.52,1
2010-10-21,52.482,10.532,17.57,102.45,79.74,1
2010-10-22,9.698,24.823,35.317,22.353,16.947,0
2010-10-25,12.151,27.975,25.331,7.526,12.354,0
2010-10-26,38.404,9.584,22.259,53.742,44.112,0
2010-10-27,-18.65,0.862,32.62,26.498,9.352,-1
2010-10-28,24.345,21.671,23.841,38.595,40.782,0
2010-10-29,13.655,14.056,18.243,8.57,13.712,0
2010-11-01,13.021,10.094,20.894,43.739,27.418,0
2010-11-02,10.678,32.211,17.96,37.13,24.656,1
2010-11-03,40.089,16.769,18.073,57.209,43.792,0
2010-11-04,32.412,4.987,21.125,63.496,46.597,2
2010-11-05,1.036,16.384,37.121,21.875,15.214,0
2010-11-08,27.25,9.668,26.378,32.93,32.079,0
2010-11-09,23.869,28.507,20.805,44.503,35.046,-1
2010-11-10,49.144,18.006,22.247,54.918,52.667,0
2010-11-11,31.07,13.22,24.922,55.146,41.42,-1
2010-11-12,39.337,25.505,39.966,62.483,52.817,-1
2010-11-15,0.594,25.391,24.277,25.42,13.661,0
2010-11-16,21.964,19.898,6.551,24.169,22.336,-2
2010-11-17,27.926,8.808,19.686,29.1,28.01,0
2010-11-18,11.953,45.66,38.806,60.504,41.553,2
2010-11-19,32.116,13.925,31.349,42.289,45.091,0
2010-11-22,28.328,20.854,13.022,18.239,22.13,0
2010-11-23,23.564,21.929,13.66,39.06,32.13,-2
2010-11-24,-12.999,24.561,23.38,24.138,7.096,2
2010-11-26,34.634,17.558,27.124,61.65,54.868,-1
2010-11-29,13.45,36.37,27.244,11.533,22.903,0
2010-11-30,26.535,39.124,26.4,20.564,33.585,-1
2010-12-01,14.959,12.556,21.665,35.815,29.279,2
2010-12-02,21.171,19.645,40.433,23.316,29.797,1
2010-12-03,2.911,20.797,37.864,2.512,9.542,0
2010-12-06,7.362,42.798,39.245,-1.562,13.989,0
2010-12-07,11.848,49.043,41.779,19.055,24.566,0
2010-12-08,4.364,32.006,35.312,6.707,9.67,0
2010-12-09,40.13,38.688,38.748,34.971,50.826,0
2010-12-10,46.021,31.219,42.748,72.43,67.898,1
2010-12-13,21.452,20.692,28.704,15.241,19.566,0
2010-12-14,12.196,20.722,17.563,30.461,27.396,1
2010-12-15,10.121,12.168,20.278,3.2,8.77,0
2010-12-16,22.426,38.463,40.494,36.274,42.713,1
2010-12-17,4.33,14.787,35.913,7.972,8.04,0
2010-12-20,22.083,33.189,35.575,53.756,50.457,0
2010-12-21,60.582,13.731,39.736,87.406,80.9,1
2010-12-22,43.744,34.171,16.443,44.962,47.212,0
2010-12-23,-4.336,38.292,27.261,25.402,21.295,0
2010-12-27,29.145,28.226,15.08,54.544,48.003,0
2010-12-28,28.173,51.157,53.24,39.898,41.678,0
2010-12-29,33.897,39.277,27.973,41.271,43.753,0
2010-12-30,32.224,12.899,24.966,33.788,35.282,0
2010-12-31,57.399,20.497,14.104,73.123,68.746,0
2011-01-03,39.656,32.716,43.284,41.202,49.573,1
2011-01-04,55.724,-1.649,21.001,75.388,69.251,0
2011-01-05,40.653,10.062,21.642,39.46,45.782,0
2011-01-06,41.824,41.822,35.865,40.968,45.987,0
2011-01-07,-10.39,15.308,20.636,7.392,4.106,0
2011-01-10,24.569,13.608,30.515,46.382,36.046,0
2011-01-11,27.111,16.692,23.514,38.345,35.846,0
2011-01-12,24.235,-6.443,19.381,33.881,34.6,1
2011-01-13,23.903,-7.07,22.524,57.383,41.514,0
2011-01-14,33.626,17.482,11.155,39.478,41.701,1
2011-01-18,19.607,-1.762,12.899,28.607,23.615,1
2011-01-19,50.012,-0.136,29.685,55.477,52.905,0
2011-01-20,-1.427,5.247,31.347,19.364,9.411,0
2011-01-21,37.929,32.84,36.389,49.294,45.814,1
2011-01-24,22.553,30.68,40.775,29.622,29.607,1
2011-01-25,24.645,6.636,36.657,34.597,29.514,0
2011-01-26,30.846,8.462,33.105,20.599,24.683,0
2011-01-27,33.784,12.594,33.5,27.071,26.303,0
2011-01-28,58.762,23.485,45.114,79.01,73.015,-2
2011-01-31,50.32,28.969,-0.455,82.955,62.982,1
2011-02-01,32.169,10.389,21.719,33.243,28.954,2
2011-02-02,38.62,19.556,21.232,59.358,43.829,0
2011-02-03,48.863,4.423,42.218,67.623,54.985,0
2011-02-04,55.548,5.89,24.093,56.159,51.048,0
2011-02-07,58.749,19.681,32.367,95.654,79.226,1
2011-02-08,21.251,9.766,25.038,36.538,27.29,1
2011-02-09,31.944,42.261,38.403,14.538,23.213,0
2011-02-10,26.174,24.101,19.652,43.197,34.153,0
2011-02-11,39.1,27.01,20.104,51.575,46.571,1
2011-02-14,35.157,8.466,17.529,68.565,49.666,0
2011-02-15,36.521,-7.916,29.729,43.609,36.77,-1
2011-02-16,2.624,5.767,13.636,3.804,-3.09,1
2011-02-17,33.093,10.704,19.645,32.793,26.91,0
2011-02-18,17.316,8.536,19.818,45.7,30.201,1
2011-02-22,17.012,6.602,23.177,24.699,13.116,-2
2011-02-23,23.807,7.72,18.042,51.492,33.505,-1
2011-02-24,-0.558,13.811,35.801,12.121,9.578,-1
2011-02-25,36.345,0.825,2.424,32.657,28.096,1
2011-02-28,20.717,21.143,34.147,28.896,22.183,1
2011-03-01,21.006,13.101,21.749,32.02,25.587,-2
2011-03-02,27.424,12.611,27.844,53.464,41.768,0
2011-03-03,30.402,20.375,25.635,39.924,37.211,2
2011-03-04,22.826,25.179,16.759,34.031,24.041,-1
2011-03-07,31.877,9.426,15.486,66.796,51.718,-1
2011-03-08,23.934,27.536,23.213,22.678,23.114,1
2011-03-09,16.47,28.217,41.462,19.617,13.86,0
2011-03-10,21.643,0.523,19.103,25.514,27.368,-2
2011-03-11,-1.917,-0.548,25.259,-12.402,-10.111,1
2011-03-14,43.78,13.143,13.544,41.711,42.079,-1
2011-03-15,27.774,42.183,17.648,47.972,41.463,-1
2011-03-16,39.998,36.342,25.585,45.976,38.52,-2
2011-03-17,21.293,35.254,36.439,49.769,41.778,2
2011-03-18,32.262,32.829,27.275,25.395,25.222,1
2011-03-21,12.852,34.74,24.544,14.482,12.198,2
2011-03-22,2.037,35.613,12.576,18.748,14.216,0
2011-03-23,20.697,25.406,21.699,35.65,31.171,1
2011-03-24,4.024,18.214,17.85,15.523,4.295,1
2011-03-25,19.021,-2.755,15.752,30.478,22.177,1
2011-03-28,34.138,18.315,15.731,37.369,35.843,0
2011-03-29,29.505,33.697,23.358,22.879,23.555,1
2011-03-30,15.681,2.498,25.443,30.326,20.972,1
2011-03-31,54.755,30.178,13.943,62.167,65.386,0
2011-04-01,29.871,1.228,22.179,50.714,43.933,1
2011-04-04,6.707,9.636,27.021,8.672,6.744,0
2011-04-05,-1.007,33.511,30.056,0.037,2.628,0
2011-04-06,34.585,-4.202,16.061,41.198,42.023,1
2011-04-07,10.599,39.424,23.55,49.679,32.112,0
2011-04-08,24.439,25.895,18.598,12.541,20.264,0
2011-04-11,16.677,15.967,29.29,22.349,21.167,0
2011-04-12,20.968,19.882,2.838,40.23,37.037,-1
2011-04-13,8.695,21.586,15.038,13.666,10.314,0
2011-04-14,23.668,24.066,13.411,43.073,36.62,0
2011-04-15,29.453,-9.689,8.784,46.351,33.134,1
2011-04-18,13.938,14.512,20.658,39.03,29.687,-1
2011-04-19,10.01,21.374,24.466,23.616,18.04,1
2011-04-20,22.737,19.751,23.92,45.246,36.444,2
2011-04-21,34.043,20.927,7.454,47.447,38.062,1
2011-04-25,10.21,-10.815,23.807,21.63,15.032,0
2011-04-26,29.039,19.282,9.718,29.358,26.728,1
2011-04-27,13.988,37.716,17.01,17.285,15.736,1
2011-04-28,-1.268,29.052,44.804,24.285,12.946,1
2011-04-29,17.207,43.272,-6.846,40.208,27.083,1
2011-05-02,35.979,15.798,27.263,49.459,38.817,0
2011-05-03,-12.167,12.363,25.603,24.225,8.314,0
2011-05-04,-6.54,15.661,34.769,10.404,5.724,-1
2011-05-05,8.273,14.139,2.579,49.511,32.078,-1
2011-05-06,-2.246,10.364,14.588,8.901,0.553,1
2011-05-09,37.007,-4.569,25.996,47.965,41.527,1
2011-05-10,44.902,-2.78,23.365,49.891,48.166,1
2011-05-11,12.322,10.024,7.437,32.632,23.601,-1
2011-05-12,19.369,16.515,22.058,26.6,24.193,1
2011-05-13,6.157,11.523,27.725,19.763,14.052,-1
2011-05-16,13.56,17.578,15.896,48.024,31.543,-1
2011-05-17,39.91,20.328,15.485,54.934,44.098,-1
2011-05-18,28.671,15.839,21.89,40.034,38.584,1
2011-05-19,40.125,27.051,1.569,41.389,37.722,1
2011-05-20,2.523,31.797,28.506,17.555,13.524,-1
2011-05-23,45.024,45.291,19.551,62.19,59.554,-1
2011-05-24,0.786,14.291,18.714,5.157,2.483,0
2011-05-25,18.72,16.731,17.127,34.405,24.158,1
2011-05-26,29.204,-7.598,12.762,38.729,32.425,0
2011-05-27,27.76,28.88,20.633,41,34.788,1
2011-05-31,9.752,5.511,17.843,36.823,27.597,1
2011-06-01,30.754,8.886,25.756,27.768,28.966,-2
2011-06-02,24.849,10.107,21.859,44.708,34.828,-1
2011-06-03,24.106,6.981,22.246,55.118,40.934,-1
2011-06-06,17.03,9.929,28.766,45.96,34.319,-1
2011-06-07,-20.916,20.494,4.015,11.806,-4.322,0
2011-06-08,38.108,0.535,29.475,52.617,47.072,0
2011-06-09,23.37,14.392,36.986,26.133,29.251,1
2011-06-10,40.387,14.223,35.395,41.997,41.837,-2
2011-06-13,33.93,35.225,36.684,42.871,35.772,0
2011-06-14,28.955,12.346,29.187,46.245,38.26,1
2011-06-15,29.979,18.929,20.262,47.93,39.45,-2
2011-06-16,36.526,0.324,28.414,53.743,47.239,1
2011-06-17,13.117,13.61,7.09,49.221,33.863,1
2011-06-20,7.14,9.471,25.111,5.478,8.978,1
2011-06-21,11.326,18.461,23.654,13.306,9.201,1
2011-06-22,32.303,22.486,10.057,45.535,37.557,-1
2011-06-23,31.774,28.653,33.602,40.262,32.68,-1
2011-06-24,32.469,32.373,21.511,45.572,45.608,-1
2011-06-27,40.858,18.885,17.227,35.185,37.159,1
2011-06-28,38.942,23.354,15.66,63.369,56.444,2
2011-06-29,17.796,10.838,32.673,35.573,23.324,1
2011-06-30,34.816,-8.155,12.945,67.498,50.087,2
2011-07-01,16.344,2.491,29.594,25.022,24.277,2
2011-07-05,17.739,11.635,10.749,42.64,33.254,0
2011-07-06,13.925,-0.254,16.185,26.412,17.426,1
2011-07-07,38.971,25.627,20.85,39.534,44.599,1
2011-07-08,45.05,29.356,35.092,53.058,51.069,-1
2011-07-11,41.935,19.883,19.608,71.948,58.223,-2
2011-07-12,25.041,9.011,33.947,50.132,42.273,-1
2011-07-13,57.493,12.372,19.628,62.005,63.652,1
2011-07-14,18.897,15.51,25.835,32.951,23.189,-1
2011-07-15,28.324,2.421,17.461,51.277,41.995,1
2011-07-18,10.402,13.5,49.493,38.771,32.823,-1
2011-07-19,30.618,12.01,18.869,49.232,44.439,2
2011-07-20,9.924,21.51,28.461,31.739,24.452,0
2011-07-21,47.578,28.668,38.951,60.128,54.569,2
2011-07-22,27.029,-3.13,31.835,41.25,36.458,-1
2011-07-25,21.132,13.392,2.55,23.364,17.656,-1
2011-07-26,1.001,26.703,31.967,19.817,13.937,-1
2011-07-27,12.412,18.701,50.383,23.283,17.659,-2
2011-07-28,34.491,14.474,18.768,57.044,47.606,-1
2011-07-29,2.529,17.043,29.204,7.72,3.932,-1
2011-08-01,13.327,8.028,17.375,5.933,11.574,0
2011-08-02,14.302,0.97,12.493,8.98,6.072,-2
2011-08-03,32.904,16.965,27.87,45.464,38.53,0
2011-08-04,1.729,9.766,19.164,22.198,11.85,-2
2011-08-05,2.588,1.358,20.046,32.969,16.742,1
2011-08-08,-8.804,13.548,39.086,14.015,4.781,-2
2011-08-09,42.668,14.629,25.58,38.737,40.611,2
2011-08-10,0.72,-10.638,12.073,26.613,12.758,-2
2011-08-11,-0.499,18.345,47.137,23.327,11.699,2
2011-08-12,9.353,20.284,12.249,26.218,19.206,1
2011-08-15,38.139,0.663,23.465,59.176,47.466,2
2011-08-16,-2.416,24.705,21.028,18.146,11.474,-1
2011-08-17,29.164,-1.665,32.378,24.572,25.27,0
2011-08-18,28.949,15.415,39.42,47.473,46.007,-2
2011-08-19,45.534,31.229,17.743,70.396,57.818,-2
2011-08-22,34.668,33.606,31.371,46.927,43.369,0
2011-08-23,12.321,4.608,6.559,16.308,11.04,2
2011-08-24,20.098,19.798,36.894,48.736,34.121,2
2011-08-25,25.55,-4.016,23.35,48.661,39.442,-2
2011-08-26,26.5,2.933,16.719,36.698,34.013,1
2011-08-29,15.863,7.292,2.525,31.658,26.961,2
2011-08-30,-17.007,10.801,32.914,-4.681,-11.424,0
2011-08-31,29.107,17.994,28.548,40.744,35.123,1
2011-09-01,18.784,9.256,23.295,24.002,27.792,-1
2011-09-02,36.436,12.767,19.165,80.357,62.53,-2
2011-09-06,32.467,8.553,34.755,22.742,28.803,-1
2011-09-07,47.057,8.09,21.256,58.406,64.07,2
2011-09-08,13.928,17.141,41.322,18.058,19.529,-1
2011-09-09,8.262,5.379,14.099,29.972,21.924,-2
2011-09-12,-1.803,26.283,16.157,4.525,2.808,1
2011-09-13,7.446,-4.679,5.093,15.537,14.907,1
2011-09-14,52.366,34.769,11.665,78.997,64.293,1
2011-09-15,26.561,4.372,21.851,31.405,26.585,2
2011-09-16,46.655,19.515,31.354,62.56,53.755,1
2011-09-19,27.006,25.385,16.503,63.436,45.306,-1
2011-09-20,24.637,33.422,35.078,60.472,39.308,0
2011-09-21,39.892,13.008,19.702,61.461,55.007,-2
2011-09-22,16.079,9.809,19.185,50.861,38.954,-2
2011-09-23,28.559,7.632,29.625,49.11,41.967,1
2011-09-26,38.322,34.381,30.686,40.492,43.062,2
2011-09-27,32.964,26.478,15.717,50.223,41.349,2
2011-09-28,16.552,27.855,24.303,24.849,22.003,-2
2011-09-29,24.167,15.242,9.207,37.613,29.161,1
2011-09-30,37.166,23.158,25.438,50.21,49.737,-2
2011-10-03,6.849,11.952,17.127,17.52,10.943,-2
2011-10-04,37.146,27.191,26.989,46.11,39.971,2
2011-10-05,17.408,7.595,21.262,11.385,14.802,1
2011-10-06,34.353,19.247,23.478,50.841,41.902,2
2011-10-07,9.432,8.88,9.135,20.733,11.61,0
2011-10-10,44.386,1.004,5.046,44.051,38.751,2
2011-10-11,22.329,19.072,24.765,12.333,15.736,0
2011-10-12,12.778,22.847,19.095,26.159,21.569,1
2011-10-13,18.228,36.536,9.545,57.711,42.153,-1
2011-10-14,47.634,22.683,24.459,75.293,65.352,2
2011-10-17,44.201,5.785,14.223,49.683,42.942,-2
2011-10-18,13.988,-26.064,15.541,36.222,28.604,2
2011-10-19,19.532,13.025,21.148,40.028,29.649,-1
2011-10-20,36.184,4.995,23.956,26.229,30.935,1
2011-10-21,33.846,24.945,26.732,74.849,61.027,2
2011-10-24,43.033,10.999,19.596,57.262,52.478,1
2011-10-25,43.655,24.37,16.952,51.411,54.466,-2
2011-10-26,32.566,21.742,1.976,42.735,36.844,2
2011-10-27,22.857,28.895,33.558,32.43,27.299,2
2011-10-28,17.37,11.224,11.874,40.283,26.763,0
2011-10-31,6.826,27.189,11.604,19.654,16.053,-2
2011-11-01,27.373,14.898,7.885,33.839,34.398,-2
2011-11-02,18.478,8.76,33.911,36.768,30.031,2
2011-11-03,17.873,32.888,41.926,22.724,25.5,2
2011-11-04,27.181,30.901,30.679,55.236,40.535,-1
2011-11-07,37.558,18.078,26.411,69.396,56.373,1
2011-11-08,23.749,6.399,44.71,39.696,31.001,1
2011-11-09,-1.292,16.412,44.028,16.445,6.446,-2
2011-11-10,30.264,7.061,15.826,50.66,41.051,1
2011-11-11,50.44,-4.849,33.533,62.093,57.395,2
2011-11-14,44.804,44.893,31.245,55.711,50.68,-1
2011-11-15,20.612,12.506,26.703,43.645,37.489,0
2011-11-16,23.641,11.848,25.269,30.889,29.326,-2
2011-11-17,42.58,3.038,14.775,63.868,52.727,-1
2011-11-18,41.485,24.178,38.653,65.781,55.399,0
2011-11-21,23.077,22.364,7.098,60.274,47.047,-2
2011-11-22,54.023,39.708,25.945,71.374,65.179,-1
2011-11-23,47.48,26.716,35.33,60.176,51.138,-2
2011-11-25,31.001,5.527,13.794,42.142,37.147,0
2011-11-28,8.315,7.354,33.397,26.966,14.185,2
2011-11-29,45.936,21.589,33.298,68.896,63.934,0
2011-11-30,44.251,7.31,13.492,69.692,62.023,2
2011-12-01,29.471,29.372,21.025,63.103,49.764,0
2011-12-02,32.329,34.47,35.569,44.229,39.521,0
2011-12-05,15.063,35.029,33.224,34.135,28.26,1
2011-12-06,25.899,32.645,28.068,59.654,40.724,1
2011-12-07,64.812,31.127,5.518,74.069,69.89,1
2011-12-08,14.133,7.817,37.28,50.148,36.427,-2
2011-12-09,25.968,20.804,0.822,47.422,38.013,2
2011-12-12,49.113,17.546,19.154,57.605,49.328,-2
2011-12-13,40.792,39.426,15.19,64.023,52.468,-1
2011-12-14,3.108,18.027,21.527,16.851,14.761,-1
2011-12-15,44.295,7.374,26.532,59.571,57.575,1
2011-12-16,3.727,-1.691,36.665,23.786,15.851,0
2011-12-19,51.308,34.022,23.018,67.589,56.047,-1
2011-12-20,15.561,7.053,-9.936,23.63,13.157,2
2011-12-21,24.626,29,51.471,70.933,50.202,0
2011-12-22,19.828,7.42,17.694,53.548,41.578,1
2011-12-23,30.617,23.649,20.385,60.089,49.376,1
2011-12-27,1.25,12.374,22.598,21.356,13.319,0
2011-12-28,10.451,21.973,12.013,32.372,23.025,-1
2011-12-29,-5.762,18.158,22.176,29.803,11.755,1
2011-12-30,30.681,11.537,35.759,33.39,34.342,-1
2012-01-03,27.987,33.079,26.756,53.885,45.167,2
2012-01-04,27.175,30.737,29.473,55.074,46.717,0
2012-01-05,65.17,31.877,13.791,86.754,71.228,0
2012-01-06,55.861,4.059,9.592,95.259,76.157,-1
2012-01-09,37.723,39.076,40.452,64.413,50.934,0
2012-01-10,41.218,22.128,21.746,70.198,57.672,1
2012-01-11,13.177,10.112,32.347,36.189,25.716,0
2012-01-12,8.94,8.8,19.088,15.121,14.002,0
2012-01-13,24.675,15.548,23.838,51.334,40.403,-1
2012-01-17,45.074,3.533,33.243,73.208,63.2,1
2012-01-18,55.312,10.911,15.748,61.073,59.27,1
2012-01-19,24.349,47.434,31.835,33.547,28.201,1
2012-01-20,26.264,13.934,37.879,45.231,35.426,1
2012-01-23,40.443,17.623,45.315,65.598,53.474,0
2012-01-24,36.399,30.506,19.308,46.868,45.614,0
2012-01-25,27.129,17.472,10.591,37.369,34.903,1
2012-01-26,24.501,20.394,23.714,70.699,48.447,0
2012-01-27,42.713,41.418,17.962,65.278,51.417,-1
2012-01-30,40.854,28.452,22.762,49.251,45.614,0
2012-01-31,35.177,-0.949,3.871,26.692,29.516,0
2012-02-01,22.556,20.62,4.694,31.838,28.881,1
2012-02-02,29.313,23.799,20.231,41.942,33.663,0
2012-02-03,42.743,28.452,17.253,73.689,63.397,2
2012-02-06,30.718,20.995,10.909,64.483,48.146,0
2012-02-07,30.262,29.327,21.758,48.495,43.452,0
2012-02-08,26.793,41.708,35.401,39.509,36.999,0
2012-02-09,42.348,30.895,20.977,70.891,60.601,0
2012-02-10,42.056,13.188,31.742,56.861,53.092,-1
2012-02-13,52.811,27.672,21.831,73.773,68.408,1
2012-02-14,15.282,18.929,24.656,25.438,19.618,0
2012-02-15,39.753,0.242,27.641,52.191,49.617,-1
2012-02-16,12.427,3.696,8.244,31.047,19.527,1
2012-02-17,36.46,6.468,-7.03,47.884,40.856,1
2012-02-21,55.335,19.609,16.292,39.009,47.016,0
2012-02-22,40.125,8.713,27.196,64.58,53.417,0
2012-02-23,13.936,1.919,10.237,23.785,19.338,1
2012-02-24,25.395,-5.077,38.079,34.784,30.36,0
2012-02-27,22.032,0.355,21.915,53.478,38.62,0
2012-02-28,25.906,16.996,37.532,29.382,29.559,0
2012-02-29,16.121,16.869,36.691,42.11,30.874,-1
2012-03-01,25.376,25.721,25.295,48.716,37.144,0
2012-03-02,24.123,35.477,27.057,50.308,38.756,0
2012-03-05,22.996,16.911,14.817,58.474,40.885,0
2012-03-06,51.829,-11.865,32.809,65.705,63.255,-2
2012-03-07,40.161,2.331,4.181,57.673,48.781,1
2012-03-08,36.119,-16.603,3.765,40.002,34.613,1
2012-03-09,7.422,23.707,15.82,22.521,18.377,0
2012-03-12,13.188,9.642,14.982,26.469,19.943,1
2012-03-13,2.722,15.076,20.726,49.109,27.344,2
2012-03-14,-3.642,1.953,34.823,3.371,6.038,0
2012-03-15,20.151,11.832,19.491,30.155,29.885,1
2012-03-16,20.935,38.563,20.319,69.035,49.681,0
2012-03-19,47.027,-6.075,16.073,64.276,57.473,0
2012-03-20,22.002,44.984,29.148,29.69,33.184,-1
2012-03-21,18.104,31.662,16.393,54.047,40.881,-1
2012-03-22,46.143,18.755,19.197,47.211,50.335,-1
2012-03-23,19.802,-20.524,40.333,17.081,13.486,0
2012-03-26,19.59,1.907,17.742,44.047,29.468,2
2012-03-27,31.682,20.488,37.136,51.609,49.707,-1
2012-03-28,20.357,23.442,17.591,43.905,36.028,-1
2012-03-29,26.58,26.574,2.682,40.618,35.92,0
2012-03-30,15.09,4.02,14.967,25.356,24.955,1
2012-04-02,21.269,35.611,30.024,51.57,42.845,1
2012-04-03,27.163,35.238,26.514,42.184,43.163,-1
2012-04-04,35.512,26.554,36.265,50.356,47.23,-1
2012-04-05,29.39,25.939,19.249,53.689,42.66,0
2012-04-09,39.411,12.646,27.314,36.602,39.434,-1
2012-04-10,21.708,30.671,21.687,43.222,34.203,-2
2012-04-11,24.04,22.454,16.162,31.981,31.45,1
2012-04-12,2.818,35.93,8.249,49.015,32.983,2
2012-04-13,15.015,17.435,25.411,39.811,33.309,-1
2012-04-16,24.15,0.745,33.394,36.956,32.603,1
2012-04-17,67.121,45.092,27.767,66.729,70.568,2
2012-04-18,34.274,17.549,30.268,48.993,48.633,-1
