#Date,news positivity,news negativity,yesterday news positivity, yesterday news negativity,stock change
2008-08-08,8.156605680293495,11.723553929860643,9.186725182905333,13.984934703368527,1
2008-08-11,7.065238897132279,7.96425876003082,8.672518636240095,8.97330468327711,0
2008-08-12,7.403045511639262,9.71141731890813,7.065238897132279,7.96425876003082,0
2008-08-13,6.597935420159107,6.9429290955409355,7.403045511639262,9.71141731890813,0
2008-08-14,7.93450162722125,7.958484958668783,6.597935420159107,6.9429290955409355,0
2008-08-15,7.921126546634479,11.9451674164329,7.93450162722125,7.958484958668783,0
2008-08-18,4.364737464655227,11.373551909799005,5.7925489139389335,7.353754832579927,-1
2008-08-19,6.154647875722488,6.417957468709479,4.364737464655227,11.373551909799005,0
2008-08-20,7.7265870642515395,8.21227904040404,6.154647875722488,6.417957468709479,0
2008-08-21,7.524947256325544,10.239603808472227,7.7265870642515395,8.21227904040404,0
2008-08-22,8.513506706528764,9.304773032523034,7.524947256325544,10.239603808472227,1
2008-08-25,6.621900075973219,9.49039455449092,3.2992730895265723,5.839029798675699,-1
2008-08-26,5.790021538918597,8.455262445887447,6.621900075973219,9.49039455449092,0
2008-08-27,5.330624046039202,7.478642672177157,5.790021538918597,8.455262445887447,0
2008-08-28,3.8859378638723516,6.956148271315412,5.330624046039202,7.478642672177157,1
2008-08-29,5.152437628438309,7.405935929970412,3.8859378638723516,6.956148271315412,-1
2008-09-02,9.009062299499604,11.547406518975706,7.668478262954365,5.62327493890913,0
2008-09-03,5.620634971851562,6.980487094222834,9.009062299499604,11.547406518975706,0
2008-09-04,5.412054248855719,6.707777732888026,5.620634971851562,6.980487094222834,-1
2008-09-05,10.044216496480809,8.801335154740343,5.412054248855719,6.707777732888026,0
2008-09-08,4.805007322470558,9.067756889080421,6.006289358900661,8.824218185916564,1
2008-09-09,9.57150142950782,10.948638467914918,4.805007322470558,9.067756889080421,-1
2008-09-10,5.672775835275835,7.342659423909423,9.57150142950782,10.948638467914918,0
2008-09-11,5.3202471345209865,7.41241496593496,5.672775835275835,7.342659423909423,1
