#Date,news pleasantness,news attention,news sensitivity,news aptitude,news polarity,Label
2012-05-21,4.894,17.261,18.153,18.827,13.633,1
2012-05-22,67.569,23.163,18.529,60.854,68.59,0
2012-05-23,50.085,7.478,18.801,64.319,62.266,0
2012-05-24,22.089,16.601,34.82,40.238,32.54,1
2012-05-25,47.35,10.989,17.862,52.264,52.389,0
2012-05-29,25.193,22.631,16.716,59.911,43.44,1
2012-05-30,16.585,22.731,31.594,39.613,30.611,0
2012-05-31,42.584,15.503,11.013,39.963,44.67,0
2012-06-01,16.993,15.621,25.523,25.817,22.201,0
2012-06-04,36.478,15.308,17.28,52.034,48.312,0
2012-06-05,18.455,4.287,28.773,43.787,32.02,1
2012-06-06,41.69,28.172,24.997,58.621,53.459,1
2012-06-07,24.412,24.007,15.417,21.86,20.141,1
2012-06-08,30.134,-2.215,-2.307,37.815,35.412,1
2012-06-11,45.2,7.353,29.506,54.628,50.614,0
2012-06-12,21.937,18.808,9.313,53.643,37.737,1
2012-06-13,45.47,18.446,29.632,55.097,50.434,0
2012-06-14,32.074,15.438,5.189,50.779,42.782,1
2012-06-15,5.758,25.69,16.857,39.289,24.96,1
2012-06-18,47.253,6.777,36.25,58.553,52.102,0
2012-06-19,12.217,16.955,25.237,4.224,11.111,1
2012-06-20,31.596,12.742,47.37,46.787,43.089,0
2012-06-21,53.833,30.165,15.815,68.929,64.145,0
2012-06-22,30.951,16.66,6.875,50.314,43.207,1
2012-06-25,33.773,11.662,15.31,40.805,45.896,0
2012-06-26,23.168,2.282,13.093,50.301,35.336,1
2012-06-27,41.53,15.666,31.526,76.429,65.994,1
2012-06-28,57.56,23.616,14.587,53.791,62.376,0
2012-06-29,31.775,44.66,15.637,31.245,39.444,1
2012-07-02,34.764,30.264,32.061,38.945,40.805,0
2012-07-03,33.418,-5.203,15.407,47.352,47.949,1
2012-07-05,56.293,40.701,51.412,39.127,51.788,0
2012-07-06,21.045,10.719,39.424,35.317,32.595,0
2012-07-09,33.816,30.526,31.479,61.143,53.379,0
2012-07-10,30.07,18.515,28.014,39.433,38.531,0
2012-07-11,30.637,11.872,28.012,35.985,32.704,0
2012-07-12,26.374,34.699,-8.32,49.971,38.727,0
2012-07-13,48.738,18.18,3.006,51.832,49.112,1
2012-07-16,28.359,14.363,20.513,44.364,40.969,0
2012-07-17,8.677,16.939,45.547,24.217,16.835,1
2012-07-18,41.355,21.161,11.47,64.826,52.352,1
2012-07-19,34.315,24.032,34.514,40.539,39.437,1
2012-07-20,24.605,7.139,7.685,28.954,30.373,0
2012-07-23,4.6,30.326,36.642,20.61,17.69,0
2012-07-24,59.751,12.683,24.805,58.071,59.37,0
2012-07-25,45.936,20.607,30.962,25.067,40.673,1
2012-07-26,4.884,24.333,12.62,18.867,12.964,1
2012-07-27,30.618,13.071,42.041,37.325,33.487,1
2012-07-30,45.882,18.514,35.805,72.041,62.482,0
2012-07-31,35.693,36.768,0.473,47.517,51.997,0
2012-08-01,25.564,29.112,22.515,46.933,38.507,0
2012-08-02,4.395,14.591,13.64,59.937,32.862,0
2012-08-03,48.539,23.301,27.485,58.64,57.043,1
2012-08-06,21.304,16.145,44.554,35.167,29.037,1
2012-08-07,25.183,22.629,10.682,45.753,37.053,1
2012-08-08,-6.819,16.313,28.554,6.724,3.273,1
2012-08-09,43.785,-21.36,27.658,49.602,42.301,0
2012-08-10,52.03,23.943,29.814,59.375,59.029,1
2012-08-13,21.29,14.418,15.732,38.489,32.581,0
2012-08-14,13.76,15.171,20.725,20.26,16.091,1
2012-08-15,-8.082,31.596,39.402,5.807,0.279,0
2012-08-16,-3.176,-9.729,12.55,0.187,0.459,1
2012-08-17,1.302,4.845,31.838,16.628,11.539,1
2012-08-20,25.785,13.371,24.562,34.77,30.859,0
2012-08-21,29.039,23.571,18.355,53.361,44.055,0
2012-08-22,52.999,37.539,15.173,66.107,61.055,0
2012-08-23,14.884,24.312,31.65,41.838,32.089,0
2012-08-24,15.019,13.951,33.834,39.853,31.258,1
2012-08-27,-3.615,18.555,30.731,2.896,3.624,0
2012-08-28,29.909,-4.139,8.81,60.619,46.115,0
2012-08-29,53.036,22.286,13.773,65.445,61.602,1
2012-08-30,3.289,-6.935,12.813,10.179,8.185,0
2012-08-31,15.259,28.13,38.314,30.157,25.448,1
2012-09-04,10.216,23.476,39.235,28.102,21.795,0
2012-09-05,-3.522,31.936,20.779,17.361,15.33,1
2012-09-06,7.493,5.479,32.451,24.514,20.528,1
2012-09-07,14.069,17.601,23.248,44.433,29.5,1
2012-09-10,18.965,24.81,31.248,53.464,46.606,0
2012-09-11,2.758,44.712,6.701,56.233,38.772,1
2012-09-12,30.994,31.233,23.481,44.001,39.835,1
2012-09-13,22.208,17.549,20.062,16.301,14.495,1
2012-09-14,15.163,25.884,18.762,22.94,15.154,1
2012-09-17,16.679,11.435,10.077,28.503,25.478,0
2012-09-18,9.98,12.271,26.602,32.422,30.193,1
2012-09-19,35.409,28.543,19.065,43.218,40.075,1
2012-09-20,60.315,32.848,13.261,48.729,55.439,1
2012-09-21,33.346,22.797,20.822,36.681,34.823,0
2012-09-24,13.77,29.747,32.154,19.915,15.034,0
2012-09-25,36.067,17.257,30.009,53.056,49.692,0
2012-09-26,37.146,29.18,30.511,59.731,52.741,0
2012-09-27,54.795,22.123,34.004,39.002,51.253,1
2012-09-28,34.387,28.093,14.214,45.627,40.592,0
2012-10-01,25.234,36.004,25.363,29.089,24.897,1
2012-10-02,49.545,13.487,35.018,74.474,65.484,0
2012-10-03,23.718,-1.421,-0.537,18.036,21.282,1
2012-10-04,21.144,13.626,8.049,43.163,31.898,1
2012-10-05,21.28,8.389,15.376,54.612,38.188,1
2012-10-08,35.917,18.367,5.692,42.49,41.398,0
2012-10-09,44.009,24.066,29.594,59.527,53.419,0
2012-10-10,15.307,2.683,22.333,31.815,25.417,0
2012-10-11,21.996,-1.225,13.181,37.162,30.682,0
2012-10-12,23.728,7.315,13.33,39.359,30.859,1
2012-10-15,46.737,18.697,37.535,61.405,54.787,1
2012-10-16,61.207,10.737,10.801,71.82,69.186,1
2012-10-17,38.38,-4.878,19.183,54.218,48.841,1
2012-10-18,32.083,19.104,33.02,55.225,47.745,0
2012-10-19,11.473,10.442,22.028,36.273,22.553,0
2012-10-22,43.369,14.95,24.173,65.703,55.127,1
2012-10-23,-2.333,12.011,5.247,19.543,13.304,0
2012-10-24,25.575,9.915,36.87,38.29,32.367,0
2012-10-25,33.704,25.338,29.464,45.435,39.757,1
2012-10-26,3.371,21.758,43.598,31.97,20.254,1
2012-10-31,18.872,16.096,28.009,21.4,20.582,0
2012-11-01,27.995,23.45,21.705,48.054,36.782,1
2012-11-02,23.692,23.941,16.4,29.194,27.933,0
2012-11-05,21.402,5.405,36.306,13.228,21.993,1
2012-11-06,40.009,34.834,24.73,68.714,60.88,1
2012-11-07,34.368,13.83,6.28,77.408,55.928,0
2012-11-08,43.723,8.021,16.818,52.094,52.089,0
2012-11-09,12.843,33.681,27.737,31.307,29.367,1
2012-11-12,6.138,15.384,15.446,30.622,17.853,0
2012-11-13,44.49,9.058,11.999,45.943,45.754,0
2012-11-14,34.197,20.79,14.652,51.606,48.831,0
2012-11-15,18.465,28.603,-17.416,42.376,29.959,0
2012-11-16,36.912,16.903,32.494,57.564,52.104,1
2012-11-19,16,13.591,17.906,16.061,15.195,1
2012-11-20,36.423,26.939,3.179,49.963,48.864,0
2012-11-21,31.043,12.309,26.867,36.233,31.259,1
2012-11-23,25.772,24.483,14.433,42.464,38.186,1
2012-11-26,59.99,28.401,28.529,88.742,77.86,0
2012-11-27,45.563,26.828,28.456,45.413,45.672,0
2012-11-28,49.802,9.91,18.475,47.784,49.954,1
2012-11-29,56.119,31.909,20.568,59.46,53.671,1
2012-11-30,19.045,30.51,38.308,37.317,33.059,1
2012-12-03,37.9,15.028,8.511,59.978,48.487,0
2012-12-04,41.275,-4.045,19.143,42.211,42.969,0
2012-12-05,34.02,36.787,29.361,27.491,32.475,1
2012-12-06,3.068,13.305,30.329,5.907,5.686,1
2012-12-07,35.915,2.693,12.856,28.403,35.307,1
2012-12-10,20.939,6.039,23.239,41.964,30.841,1
2012-12-11,3.392,15.118,26.449,18.757,13.69,1
2012-12-12,25.981,18.263,18.628,27.22,28.559,0
2012-12-13,45.635,-9.62,27.075,51.045,48.042,0
2012-12-14,30.948,7.765,10.843,35.755,33.671,0
2012-12-17,-0.014,30.963,8.997,7.6,5.062,1
2012-12-18,13.058,15.85,12.26,30.581,22.352,1
2012-12-19,33.613,11.769,28.788,39.548,39.175,0
2012-12-20,2.286,16.207,9.521,44.33,22.934,1
2012-12-21,56.575,41.09,38.602,80.595,76.465,0
2012-12-24,27.997,-8.604,13.589,42.401,36.024,0
2012-12-26,31.087,23.734,32.58,48.048,38.171,0
2012-12-27,24.047,13.78,27.752,32.449,31.69,0
2012-12-28,12.41,22.006,13.993,32.234,23.099,0
2012-12-31,13.7,16.445,29.675,43.162,32.299,1
2013-01-02,-9.8,26.719,33.361,2.569,1.952,1
2013-01-03,29.552,-1.526,15.246,30.138,30.287,0
2013-01-04,39.076,-6.543,28.46,49.41,43.673,1
2013-01-07,25.531,26.86,15.377,22.327,26.215,0
2013-01-08,13.475,-11.104,20.826,27.595,20.258,0
2013-01-09,18.282,-11.495,11.159,24.513,26.507,1
2013-01-10,8.595,19.156,19.916,17.549,14.995,1
2013-01-11,15.883,0.345,22.82,33.164,29.527,1
2013-01-14,17.766,11.808,24.432,32.414,28.883,1
2013-01-15,41.994,10.992,28.048,51.953,47.878,1
2013-01-16,22.168,17.405,17.124,25.135,17.834,0
2013-01-17,7.254,7,5.281,6.336,3.639,1
2013-01-18,5.217,18.53,24.986,21.657,10.584,1
2013-01-22,49.152,30.77,16.064,40.768,48.574,1
2013-01-23,34.253,7.22,18.445,41.387,41.316,1
2013-01-24,26.185,1.22,31.946,31.715,33.465,1
2013-01-25,38.252,7.735,23.003,45.076,41.425,1
2013-01-28,18.145,14.563,3.563,42.271,33.564,0
2013-01-29,27.329,19.834,21.041,50.824,39.362,1
2013-01-30,8.556,30.161,32.505,29.445,23.821,0
2013-01-31,32.823,4.046,22.841,36.061,34.296,0
2013-02-01,30.102,11.737,26.091,27.363,31.1,1
2013-02-04,30.197,5.905,17.884,38.716,33.926,0
2013-02-05,25.601,2.75,29.344,23.153,26.08,1
2013-02-06,28.851,15.499,18.352,23.822,28.907,1
2013-02-07,14.768,4.346,48.329,23.36,18.514,0
2013-02-08,26.32,0.391,24.274,46.422,37.664,1
2013-02-11,41.933,42.609,34.16,72.414,59.554,0
2013-02-12,43.239,-0.501,14.154,64.876,58.018,1
2013-02-13,16.218,30.072,27.26,31.691,25.701,0
2013-02-14,19.527,2.41,37.391,22.481,23.651,0
2013-02-15,27.372,8.178,29.07,16.267,20.462,1
2013-02-19,45.656,13.331,3.695,48.133,48.287,1
2013-02-20,21.971,24.029,12.012,42.456,34.236,0
2013-02-21,20.715,30.285,19.32,36.1,29.009,0
2013-02-22,47.824,-1.903,2.599,56.855,52.867,1
2013-02-25,39.475,35.814,19.181,57.313,54.422,0
2013-02-26,36.565,19.086,35.939,47.067,48.72,1
2013-02-27,-6.714,7.458,36.393,29.231,14.571,1
2013-02-28,17.831,34.713,29.836,20.219,16.629,0
2013-03-01,35.976,8.831,19.838,49.021,43.854,1
2013-03-04,14.849,8.981,4.79,30.009,25.659,1
2013-03-05,34.325,-3.967,29.486,30.483,32.916,1
2013-03-06,43.492,3.736,19.348,49.287,47.294,1
2013-03-07,52.144,8.329,32.135,54.443,54.134,1
2013-03-08,26.759,15.398,15.451,38.041,34.538,1
2013-03-11,31.13,15.767,22.856,17.349,30.392,1
2013-03-12,6.603,30.338,30.138,39.578,31.161,1
2013-03-13,3.157,16.855,32.792,7.533,4.275,1
2013-03-14,54.256,27.747,22.321,82.483,75.165,1
2013-03-15,28.683,21.397,19.519,43.655,34.366,0
2013-03-18,7.382,15.562,21.285,9.677,5.476,0
2013-03-19,29.752,-3.31,15.197,46.076,38.736,1
2013-03-20,25.903,23.757,11.263,42.658,35.394,1
2013-03-21,47.831,23.2,12.38,62.435,58.325,0
2013-03-22,26.356,2.641,18.664,52.563,38.037,1
2013-03-25,37.87,18.63,34.735,44.879,41.933,0
2013-03-26,21.128,28.101,37.075,31.988,32.81,1
2013-03-27,26.616,1.932,27.05,33.073,33.323,0
2013-03-28,9.871,-5.901,22.955,15.875,16.146,1
2013-04-01,18.192,23.107,34.37,44.612,34.786,0
2013-04-02,13.67,30.234,34.607,27.478,24.34,1
2013-04-03,42.188,29.663,18.71,48.814,55.833,0
2013-04-04,8.351,2.226,35.646,24.426,19.543,1
2013-04-05,31.185,22.614,0.95,47.295,37.736,0
2013-04-08,21.646,15.028,34.662,19.442,25.769,1
2013-04-09,-2.411,26.715,31.022,22.665,13.227,1
2013-04-10,22.735,5.845,16.702,16.019,19.054,1
2013-04-11,37.067,15.226,24.302,40.081,40.72,1
2013-04-12,39.531,19.904,22.494,38.873,42.241,0
2013-04-15,20.968,47.467,33.956,36.044,33.368,0
2013-04-16,6.461,10.658,4.741,36.375,20.638,1
2013-04-17,-0.026,25.672,16.872,10.866,6.436,0
2013-04-18,43.527,35.55,30.87,50.282,51.118,0
2013-04-19,29.785,7.928,19.228,54.707,41.063,1
2013-04-22,10.707,-19.629,-3.261,17.553,13.083,1
2013-04-23,15.499,19.682,24.029,17.398,18.28,1
2013-04-24,57.233,12.786,37.706,42.075,46.49,0
2013-04-25,44.095,3.711,15.664,65.843,61.176,1
2013-04-26,5.487,7.726,13.312,26.166,19.208,1
2013-04-29,10.732,14.918,18.329,19.742,11.419,1
2013-04-30,17.106,11.525,11.783,21.134,19.988,1
2013-05-01,12.921,16.089,25.459,26.963,18.978,0
2013-05-02,28.698,22.113,25.815,41.231,32.489,1
2013-05-03,6.526,23.997,15.627,16.976,15.629,1
2013-05-06,33.539,3.763,17.61,50.198,43.342,0
2013-05-07,19.178,1.458,23.958,52.374,39.394,1
2013-05-08,27.418,21.421,30.426,37.647,40.328,1
2013-05-09,38.946,-8.931,30.691,47.922,41.934,0
2013-05-10,24.805,25.174,17.124,38.037,34.906,1
2013-05-13,26.1,25.546,30.484,20.797,21.673,0
2013-05-14,24.276,38.969,6.729,51.028,43.9,1
2013-05-15,31.253,4.154,35.541,29.656,27.272,1
2013-05-16,28.143,17.111,39.088,33.223,31.764,0
2013-05-17,-2.328,30.808,16.544,17.343,8.461,1
2013-05-20,16.964,-1.716,29.17,33.813,27.655,0
2013-05-21,6.895,17.5,32.878,27.848,15.726,1
2013-05-22,22.15,0.392,12.542,40.052,35.593,0
2013-05-23,36.873,-13.359,18.384,58.004,47.295,0
2013-05-24,51.54,-3.818,23.626,69.434,58.418,1
2013-05-28,-0.758,37.768,20.32,43.011,19.666,1
2013-05-29,34.325,16.444,9.506,28.972,31.942,0
2013-05-30,-9.839,11.919,22.367,14.958,2.051,1
2013-05-31,36.531,16.186,20.633,40.041,42.993,0
2013-06-03,38.814,11.791,24.847,44.081,36.597,1
2013-06-04,33.888,-8.062,14.179,47.161,31.655,0
2013-06-05,35.337,8.546,-1.597,50.45,42.821,0
2013-06-06,21.232,6.631,29.01,35.164,28.692,1
2013-06-07,33.715,11.678,31.194,42.618,37.615,1
2013-06-10,43.734,5.898,18.422,48.64,48.359,0
2013-06-11,52.809,38.681,19.157,83.123,74.502,0
2013-06-12,16.587,16.307,28.845,30.942,23.196,0
2013-06-13,39.694,25.833,30.488,54.482,48.107,1
2013-06-14,64.327,22.443,23.462,75.427,74.712,0
2013-06-17,35.652,5.479,21.482,66.192,49.339,1
2013-06-18,42.288,19.203,16.97,64.405,51.66,1
2013-06-19,39.078,21.835,31.392,79.714,62.676,0
2013-06-20,24.042,39.928,14.369,40.657,33.609,0
2013-06-21,6.752,8,39.408,24.491,19.263,1
2013-06-24,24.415,15.853,12.243,25.163,25.095,0
2013-06-25,57.283,36.671,37.049,70.807,73.065,1
2013-06-26,61.044,-5.333,41.835,93.168,81.915,1
2013-06-27,31.74,17.022,28.67,58.072,50.567,1
2013-06-28,49.898,22.473,30.829,52.78,55.786,0
2013-07-01,49.96,33.584,25.091,52.305,51.595,1
2013-07-02,25.783,14.457,27.861,52.231,41.895,0
2013-07-03,28.89,31.725,42.2,23.142,31.679,1
2013-07-05,44.602,49.43,9.19,95.343,79.674,1
2013-07-08,43.154,16.074,23.39,66.302,61.554,1
2013-07-09,45.424,8.566,33.019,50.389,47.84,1
2013-07-10,11.25,22.832,15.135,25.484,19.464,0
2013-07-11,7.179,5.748,22.281,33.505,22.831,1
2013-07-12,62.767,43.845,26.154,47.171,58.478,1
2013-07-15,19.715,40.05,23.553,25.88,27.922,1
2013-07-16,41.287,15.788,23.533,31.69,40.774,0
2013-07-17,8.071,8.062,27.127,12.568,11.323,1
2013-07-18,25.681,12.804,30.783,36.649,28.647,1
2013-07-19,27.653,22.464,27.672,37.573,33.655,0
2013-07-22,7.266,11.631,28.321,38.878,24.009,1
2013-07-23,24.958,41.74,18.629,41.978,36.177,1
2013-07-24,12.52,20.075,40.438,13.886,14.49,0
2013-07-25,23.895,34.606,27.171,38.586,35.945,1
2013-07-26,16.65,23.136,27.86,39.741,29.564,1
2013-07-29,36.787,41.225,31.291,43.782,37.768,0
2013-07-30,29.309,23.57,20.447,44.161,44.007,0
2013-07-31,62.723,0.001,4.393,82.766,70.84,0
2013-08-01,63.906,37.068,17.941,76.021,72.631,1
2013-08-02,51.496,16.045,39.965,86.581,71.606,1
2013-08-05,23.807,18.038,19.111,32.977,34.044,0
2013-08-06,47.136,11.387,29.542,81.351,65.496,0
2013-08-07,41.312,13.844,14.671,54.35,49.107,0
2013-08-08,38.583,16.826,28.606,60.794,58.136,1
2013-08-09,33.762,-12.734,23.81,51.549,44.616,0
2013-08-12,21.195,8.94,39.37,39.342,32.499,0
2013-08-13,15.025,28.591,23.287,36.56,35.384,1
2013-08-14,36.725,15.923,13.539,43.415,40.952,0
2013-08-15,20.963,31.196,27.467,38.732,33.404,0
2013-08-16,10.96,28.079,17.64,31.338,24.327,0
2013-08-19,9.673,54.822,23.371,39.778,29.164,0
2013-08-20,43.915,27.83,38.072,73.251,56.913,0
2013-08-21,34.073,17.718,19.244,30.237,34.564,0
2013-08-22,10.585,21.939,32.413,23.666,16.853,1
2013-08-23,4.084,17.746,50.368,23.157,18.434,1
2013-08-26,29.552,29.499,58.107,44.442,39.192,0
2013-08-27,-2.581,9.278,28.634,15.281,9.168,0
2013-08-28,11.829,10.433,32.713,50.93,36.694,1
2013-08-29,26.39,22.426,44.745,59.134,46.075,1
2013-08-30,32.441,18.482,17.741,68.467,52.718,0
2013-09-03,33.33,14.248,25.652,63.934,56.505,1
2013-09-04,31.073,-5.577,20.86,48.139,43.445,1
2013-09-05,30.105,31.395,34.92,48.93,40.558,1
2013-09-06,25.799,25.085,34.797,43.52,42.47,0
2013-09-09,29.404,1.499,12.847,64.124,52.883,1
2013-09-10,9.815,19.908,11.658,27.503,20.847,1
2013-09-11,57.854,16.795,36.695,83.411,72.106,1
2013-09-12,27.218,7.661,10.689,54.685,41.975,0
2013-09-13,29.518,29.91,30.065,31.7,33.374,1
2013-09-16,45.646,19.626,28.619,61.862,58.383,1
2013-09-17,35.065,14.874,35.34,44.844,44.281,1
2013-09-18,74.797,22.007,14.264,88.283,88.95,1
2013-09-19,26.736,22.729,31.197,81.95,59.702,0
2013-09-20,46.698,25.619,20.717,63.463,62.634,0
2013-09-23,19.579,21.077,0.48,25.958,24.954,0
2013-09-24,20.991,18.267,24.257,38.833,36.319,0
2013-09-25,49.529,30.544,23.768,83.024,74.721,0
2013-09-26,27.144,6.914,41.315,42.689,37.561,1
2013-09-27,34.417,37.117,20.811,58.065,43.488,0
2013-09-30,26.46,21.219,19.075,33.715,31.629,0
2013-10-01,23.806,-4.667,16.917,47.493,38.463,1
2013-10-02,38.298,32.317,8.143,36.039,38.677,0
2013-10-03,16.539,10.191,20.256,27.58,24.973,0
2013-10-04,30.407,27.843,25.671,35.321,31.926,1
2013-10-07,45.339,37.415,39.464,39.246,43.609,0
2013-10-08,31.579,0.281,13.977,65.535,55.889,0
2013-10-09,40.701,0.212,23.92,58.521,50.403,1
2013-10-10,44.129,26.301,18.061,53.052,53.941,1
2013-10-11,72.38,40.635,45.735,59.817,71.057,1
2013-10-14,49.406,3.453,22.827,52.555,55.676,1
2013-10-15,17.245,21.999,23.41,36.405,34.803,0
2013-10-16,29.572,18.987,32.009,45.246,43.767,1
2013-10-17,16.074,14.196,10.153,34.456,27.633,0
2013-10-18,31.435,-0.005,27.399,62.408,50.994,1
2013-10-21,17.917,7.673,27.992,22.546,23.575,0
2013-10-22,18.094,33.062,14.471,30.149,24.144,1
2013-10-23,17.684,28.311,33.777,40.818,38.08,0
2013-10-24,29.978,41.022,35.211,46.981,38.783,1
2013-10-25,71.888,14.609,12.097,68.746,69.127,1
2013-10-28,30.24,20.694,9.259,37.501,36.563,0
2013-10-29,23.856,2.019,34.069,29.485,31.622,1
2013-10-30,29.36,5.752,33.176,46.906,45.162,0
2013-10-31,48.887,26.976,51.017,52.161,58.483,0
2013-11-01,32.889,28.246,33.731,27.961,36.282,1
2013-11-04,23.391,14.125,15.167,33.769,32.959,1
2013-11-05,20.592,7.328,22.858,27.947,27.502,0
2013-11-06,22.614,19.729,38.883,21.792,23.164,1
2013-11-07,27.595,6.272,21.999,47.547,38.829,0
2013-11-08,16.825,32.395,39.702,22.607,19.984,1
2013-11-11,17.021,26.808,35.359,35.093,30.322,1
2013-11-12,36.983,22.354,34.246,61.99,46.551,0
2013-11-13,1.689,17.915,33.625,19.518,15.75,1
2013-11-14,5.72,25.421,8.521,14.418,13.531,1
2013-11-15,47.295,13.356,38.116,72.526,60.951,1
2013-11-18,32.186,11.896,46.374,47.065,46.516,1
2013-11-19,36.228,19.257,10.459,57.585,47.231,0
2013-11-20,34.56,25.614,19.36,74.82,62.722,0
2013-11-21,13.589,29.613,9.091,38.941,24.866,1
2013-11-22,31.048,20.243,16.937,68.221,51.237,1
2013-11-25,38.154,26.534,10.633,52.003,51.585,1
2013-11-26,33.98,34.009,34.33,65.427,52.433,1
2013-11-27,41.407,41.909,42.143,42.475,45.83,1
2013-11-29,31.235,26.785,18.892,53.659,46.053,0
2013-12-02,59.903,4.271,32.207,97.508,83.964,0
2013-12-03,41.911,30.559,2.768,52.862,50.617,0
2013-12-04,30.227,5.958,31.86,39.706,39.164,0
2013-12-05,34.344,29.849,28.664,39.816,39.947,0
2013-12-06,9.6,-0.721,26.708,11.716,11.727,1
2013-12-09,30.08,20.376,36.919,39.635,41.506,1
2013-12-10,60.261,24.679,15.587,85.968,70.397,0
2013-12-11,13.569,33.547,29.629,24.222,24.345,0
2013-12-12,55.978,36.716,43.828,61.361,59.714,0
2013-12-13,14.505,15.792,17.016,37.464,28.289,1
2013-12-16,10.098,22.152,31.576,28.679,19.053,1
2013-12-17,70.892,15.996,52.575,61.538,71.469,0
2013-12-18,31.184,38.191,21.373,41.928,41.453,1
2013-12-19,42.097,25.667,15.363,73.845,58.855,1
2013-12-20,22.692,13.622,20.23,40.418,34.631,1
2013-12-23,23.678,17.977,14.994,59.362,43.218,1
2013-12-24,21.285,11.326,7.31,33.484,27.636,1
2013-12-26,4.523,18.909,8.816,15.564,8.839,1
2013-12-27,14.07,11.193,20.77,21.406,16.705,0
2013-12-30,21.4,14.771,26.486,15.697,18.588,1
2013-12-31,28.919,8.15,22.397,50.258,45.619,1
2014-01-02,39.301,0.065,26.236,57.573,53.417,0
2014-01-03,27.415,14.33,17.641,26.368,27.073,1
2014-01-06,38.642,14.79,11.638,62.519,52.583,0
2014-01-07,3.26,0.996,26.681,32.91,23.874,1
2014-01-08,41.647,30.652,23.734,74.01,63.473,0
2014-01-09,34.728,-3.304,-0.028,48.942,43.132,0
2014-01-10,14.412,15.317,22.814,28.195,23.004,0
2014-01-13,34.706,31.246,15.335,76.831,51.81,0
2014-01-14,30.007,14.291,34.03,50.882,45.209,1
2014-01-15,23.213,15.218,30.478,44.569,38.297,1
2014-01-16,32.578,14.756,27.238,46.938,46.82,0
2014-01-17,40.929,20.735,34.628,56.861,47.638,1
2014-01-21,46.097,19.076,17.032,64.838,56.741,0
2014-01-22,29.811,3.96,38.138,35.473,35.707,0
2014-01-23,5.157,-2.778,13.205,6.477,6.849,0
2014-01-24,18.562,29.787,30.653,25.028,23.86,0
2014-01-27,37.487,23.395,11.307,46.066,38.683,0
2014-01-28,52.978,40.028,42.478,75.06,69.055,1
2014-01-29,36.693,40.55,27.711,67.63,58.205,0
2014-01-30,7.518,24.797,41.74,25.502,17.508,1
2014-01-31,34.697,2.643,46.717,31.661,39.272,0
2014-02-03,12.55,9.424,23.325,33.157,23.394,0
2014-02-04,36.453,40.515,30.047,45.604,44.629,1
2014-02-05,38.11,13.939,15.919,68.978,57.392,0
2014-02-06,38.703,19.504,16.971,82.513,58.778,1
2014-02-07,39.368,16.842,25.585,58.962,50.655,1
2014-02-10,31.582,22.414,32.453,54.69,47.39,1
2014-02-11,41.964,12.667,23.084,49.537,44.573,1
2014-02-12,60.812,30.344,20.37,64.528,67.087,0
2014-02-13,27.154,11.904,23.285,34.958,33.353,1
2014-02-14,32.314,21.419,35.44,58.122,42.824,1
2014-02-18,39.898,9.758,17.628,44.285,41.245,0
2014-02-19,28.74,13.725,21.084,20.859,25.869,0
2014-02-20,30.429,6.148,31.893,45.533,43.611,1
2014-02-21,10.176,13.337,9.051,39.636,25.578,0
2014-02-24,53.445,27.763,7.295,64.717,59.685,1
2014-02-25,7.442,8.956,21.631,35.231,22.512,0
2014-02-26,32.291,15.334,37.435,42.269,40.797,1
2014-02-27,25.334,8.64,40.061,33.963,32.089,1
2014-02-28,2.409,9.248,22.399,35.715,25.81,1
2014-03-03,4.712,6.432,28.272,35.432,25.664,0
2014-03-04,37.639,23.231,22.977,70.001,57.504,1
2014-03-05,29.158,7.243,19.837,44.964,41.823,0
2014-03-06,-2.113,8.977,12.421,35.391,18.887,1
2014-03-07,4.834,9.694,6.183,28.237,19.587,1
2014-03-10,6.016,19.442,4.813,13.51,13.427,0
2014-03-11,24.208,19.783,18.397,23.47,22.603,0
2014-03-12,13.484,-3.061,28.134,18.215,18.005,0
2014-03-13,14.895,13.972,33.996,25.195,21.474,0
2014-03-14,19.585,15.807,1.057,38.177,30.407,0
2014-03-17,3.117,14.916,22.132,21.787,15.216,1
2014-03-18,15.41,0.129,16.386,32.435,28.457,1
2014-03-19,14.393,21.99,14.587,50.893,35.263,0
2014-03-20,49.45,19.486,38.259,87.673,77.51,1
2014-03-21,28.691,12.358,27.735,18.997,27.569,0
2014-03-24,18.36,13.96,14.656,24.907,20.817,0
2014-03-25,17.844,39.748,19.646,29.935,26.829,1
2014-03-26,22.517,21.253,35.239,31.278,35.508,0
2014-03-27,22.198,19.182,30.299,40.911,37.807,0
2014-03-28,-8.136,0.772,22.554,16.542,13.045,1
2014-03-31,15.971,17.209,21.403,12.631,19.014,1
2014-04-01,1.611,29.892,16.381,24.592,20.417,1
2014-04-02,38.542,5.334,46.04,60.782,51.585,1
2014-04-03,13.946,33.514,21.009,44.006,29.252,0
2014-04-04,30.01,2.484,25.614,36.959,34.928,0
2014-04-07,11.514,33.209,9.288,34.007,26.819,0
2014-04-08,30.115,15.747,22.744,41.174,36.04,1
2014-04-09,30.521,5.931,46.664,37.508,33.63,1
2014-04-10,24.07,17.093,18.787,30.786,24.858,0
2014-04-11,32.412,23.684,31.038,50.675,45.435,0
2014-04-14,-0.622,7.029,9.759,32.387,23.089,1
2014-04-15,10.381,31.068,25.726,4.217,7.356,1
2014-04-16,33.916,31.72,27.53,36.006,40.948,1
